video_id,frame_id,timestamp_sec,ear_l,ear_r,ear_avg,det_ok,face_count,face_x,face_y,face_w,face_h,ear_smooth
WIN_20260414_20_31_10_Pro,0,0.0,0.3890903846477742,0.4189677666196598,0.404029075633717,1,1,293,154,181,180,0.4077364905776362
WIN_20260414_20_31_10_Pro,1,0.03360393232738912,0.40117882385427617,0.41863793650712966,0.4099083801807029,1,1,293,154,181,180,0.40916513964180745
WIN_20260414_20_31_10_Pro,2,0.06720786465477824,0.38545587775528084,0.43308815408169676,0.40927201591848883,1,1,293,154,181,180,0.4063922945503057
WIN_20260414_20_31_10_Pro,3,0.10081179698216736,0.40610214535467215,0.4208000283139702,0.4134510868343212,1,1,293,154,181,180,0.40458108589069325
WIN_20260414_20_31_10_Pro,4,0.13441572930955648,0.38742926021217183,0.40317256815642494,0.39530091418429836,1,1,293,154,181,180,0.4000886160222514
WIN_20260414_20_31_10_Pro,5,0.1680196616369456,0.38348249529838985,0.4064635693729206,0.3949730323356552,1,1,293,154,181,180,0.3962282297939761
WIN_20260414_20_31_10_Pro,6,0.2016235939643347,0.37370194435097276,0.401190117326014,0.3874460308384934,1,1,293,154,181,180,0.39599262713743
WIN_20260414_20_31_10_Pro,7,0.23522752629172383,0.3753154612846867,0.4046247082695378,0.38997008477711226,1,1,293,154,181,180,0.3970919130366047
WIN_20260414_20_31_10_Pro,8,0.26883145861911295,0.40223048838928666,0.42231565871389526,0.41227307355159093,1,1,293,154,181,180,0.4000789826056142
WIN_20260414_20_31_10_Pro,9,0.30243539094650207,0.3989595702789698,0.4026351170813732,0.4007973436801715,1,1,293,154,181,180,0.4052547304771762
WIN_20260414_20_31_10_Pro,10,0.3360393232738912,0.40117882385427617,0.41863793650712966,0.4099083801807029,1,1,293,154,181,180,0.4076570578275434
WIN_20260414_20_31_10_Pro,11,0.3696432556012803,0.40433388167871187,0.42231565871389526,0.41332477019630354,1,1,293,154,181,180,0.40607616936082974
WIN_20260414_20_31_10_Pro,12,0.4032471879286694,0.40132832597652296,0.4026351170813732,0.40198172152894807,1,1,293,154,181,180,0.40669439208286595
WIN_20260414_20_31_10_Pro,13,0.43685112025605854,0.40610214535467215,0.4026351170813732,0.4043686312180227,1,1,293,154,181,180,0.40488896718339307
WIN_20260414_20_31_10_Pro,14,0.47045505258344766,0.40315220631116716,0.4046247082695378,0.4038884572903525,1,1,293,154,181,180,0.4012996635470133
WIN_20260414_20_31_10_Pro,15,0.5040589849108368,0.38742926021217183,0.4143332511545054,0.40088125568333866,1,1,293,154,181,180,0.403384387170146
WIN_20260414_20_31_10_Pro,16,0.5376629172382259,0.37178873740914875,0.4189677666196598,0.39537825201440424,1,1,293,154,181,180,0.40140308515999135
WIN_20260414_20_31_10_Pro,17,0.571266849565615,0.40433388167871187,0.4204767976105125,0.4124053396446122,1,1,293,154,181,180,0.3994344931855862
WIN_20260414_20_31_10_Pro,18,0.6048707818930041,0.37178873740914875,0.41713550492534934,0.39446212116724905,1,1,293,154,181,180,0.3966660187088247
WIN_20260414_20_31_10_Pro,19,0.6384747142203933,0.38545587775528084,0.4026351170813732,0.394045497418327,1,1,293,154,181,180,0.3950795744736425
WIN_20260414_20_31_10_Pro,20,0.6720786465477824,0.38545587775528084,0.3886218888437813,0.38703888329953107,1,1,293,154,181,180,0.39160656514720193
WIN_20260414_20_31_10_Pro,21,0.7056825788751715,0.37370194435097276,0.401190117326014,0.3874460308384934,1,1,293,154,181,180,0.3915769855049227
WIN_20260414_20_31_10_Pro,22,0.7392865112025606,0.38545587775528084,0.4046247082695378,0.3950402930124093,1,1,293,154,181,180,0.39317726744749837
WIN_20260414_20_31_10_Pro,23,0.7728904435299497,0.38545587775528084,0.40317256815642494,0.3943142229558529,1,1,293,154,181,180,0.3947557205514384
WIN_20260414_20_31_10_Pro,24,0.8064943758573389,0.38545587775528084,0.41863793650712966,0.4020469071312053,1,1,293,154,181,180,0.3960463296564639
WIN_20260414_20_31_10_Pro,25,0.840098308184728,0.38722718055708955,0.4026351170813732,0.39493114881923136,1,1,293,154,181,180,0.3956500322919584
WIN_20260414_20_31_10_Pro,26,0.8737022405121171,0.3851630356458683,0.4026351170813732,0.39389907636362076,1,1,293,154,181,180,0.3924905344143705
WIN_20260414_20_31_10_Pro,27,0.9073061728395062,0.38348249529838985,0.4026351170813732,0.39305880618988154,1,1,293,154,181,180,0.38778072371149386
WIN_20260414_20_31_10_Pro,28,0.9409101051668953,0.37178873740914875,0.38524472972667867,0.3785167335679137,1,1,293,154,181,180,0.38468916135541276
WIN_20260414_20_31_10_Pro,29,0.9745140374942844,0.3697685266765543,0.38722718055708955,0.3784978536168219,1,1,293,154,181,180,0.3837420113447396
WIN_20260414_20_31_10_Pro,30,1.0081179698216736,0.37370194435097276,0.38524472972667867,0.3794733370388257,1,1,293,154,181,180,0.3857117615280713
WIN_20260414_20_31_10_Pro,31,1.0417219021490627,0.37370194435097276,0.4046247082695378,0.3891633263102553,1,1,293,154,181,180,0.3867119492364397
WIN_20260414_20_31_10_Pro,32,1.0753258344764518,0.38717717770595017,0.41863793650712966,0.4029075571065399,1,1,293,154,181,180,0.3901849286859901
WIN_20260414_20_31_10_Pro,33,1.108929766803841,0.3655856116691516,0.4014497325503597,0.3835176721097556,1,1,293,154,181,180,0.39211549195643186
WIN_20260414_20_31_10_Pro,34,1.14253369913123,0.3890903846477742,0.4026351170813732,0.3958627508645737,1,1,293,154,181,180,0.39293649356030597
WIN_20260414_20_31_10_Pro,35,1.1761376314586192,0.37178873740914875,0.4064635693729206,0.3891261533910347,1,1,293,154,181,180,0.38996171791772066
WIN_20260414_20_31_10_Pro,36,1.2097415637860083,0.3959251886273057,0.3906114800319459,0.3932683343296258,1,1,293,154,181,180,0.3935109346633752
WIN_20260414_20_31_10_Pro,37,1.2433454961133974,0.38545587775528084,0.3906114800319459,0.3880336788936134,1,1,293,154,181,180,0.3931340318387751
WIN_20260414_20_31_10_Pro,38,1.2769494284407865,0.39935494351963197,0.40317256815642494,0.4012637558380284,1,1,293,154,181,180,0.39396596571604847
