video_id,frame_id,timestamp_sec,ear_l,ear_r,ear_avg,det_ok,face_count,face_x,face_y,face_w,face_h,is_closed_manual,manual_source
11,0,0.0,0.3309308683961549,0.3235294117647059,0.3272301400804304,1,1,233,137,216,216,0,
11,1,0.0333333333333333,0.3309308683961549,0.3235294117647059,0.3272301400804304,1,1,233,137,216,216,0,
11,2,0.0666666666666666,0.3477115398550269,0.3634695183196504,0.3555905290873387,1,1,233,137,216,216,0,
11,3,0.1,0.3922322749300843,0.3682587427251479,0.3802455088276161,1,1,233,137,216,216,0,
11,4,0.1333333333333333,0.3757118561021756,0.3529411764705882,0.3643265162863819,1,1,209,137,216,216,0,
11,5,0.1666666666666666,0.3497336014938477,0.3642665834137887,0.3570000924538182,1,1,209,137,216,216,0,
11,6,0.2,0.3648989116922567,0.3636363636363636,0.3642676376643102,1,1,209,137,216,216,0,
11,7,0.2333333333333333,0.3772388361580754,0.3527886281436622,0.3650137321508688,1,1,209,137,216,216,0,
11,8,0.2666666666666666,0.3622540615349658,0.3527886281436622,0.357521344839314,1,1,209,137,216,216,0,
11,9,0.3,0.3607791074812851,0.3642665834137887,0.362522845447537,1,1,209,137,216,216,0,
11,10,0.3333333333333333,0.3641094947596244,0.3636363636363636,0.363872929197994,1,1,209,137,216,216,0,
11,11,0.3666666666666666,0.3641094947596244,0.3382352941176471,0.3511723944386357,1,1,209,137,216,216,0,
11,12,0.4,0.3789617107734962,0.3535528603722067,0.3662572855728515,1,1,209,137,216,216,0,
11,13,0.4333333333333333,0.3607791074812851,0.3634695183196504,0.3621243129004678,1,1,209,137,216,216,0,
11,14,0.4666666666666667,0.3607791074812851,0.3640994489367251,0.3624392782090051,1,1,209,137,216,216,0,
11,15,0.5,0.3607791074812851,0.3529411764705882,0.3568601419759367,1,1,209,137,216,216,0,
11,16,0.5333333333333333,0.3607791074812851,0.3636363636363636,0.3622077355588244,1,1,209,137,216,216,0,
11,17,0.5666666666666667,0.3607791074812851,0.3529411764705882,0.3568601419759367,1,1,209,137,216,216,0,
11,18,0.6,0.3253344495805581,0.3333333333333333,0.3293338914569457,1,1,209,137,216,216,0,
11,19,0.6333333333333333,0.3622453973860664,0.3235294117647059,0.3428874045753861,1,1,209,137,216,216,0,
11,20,0.6666666666666666,0.3410296416266342,0.3028912652663754,0.3219604534465048,1,1,209,137,216,216,0,
11,21,0.7,0.3477115398550269,0.3340206146240234,0.3408660772395251,1,1,209,137,216,216,0,
11,22,0.7333333333333333,0.3607791074812851,0.3636363636363636,0.3622077355588244,1,1,209,137,216,216,0,
11,23,0.7666666666666667,0.3503959258752345,0.3389023612527286,0.3446491435639816,1,1,209,137,216,216,0,
11,24,0.8,0.3584929569203585,0.3491721297755386,0.3538325433479485,1,1,209,137,216,216,0,
