video_id,frame_id,timestamp_sec,ear_l,ear_r,ear_avg,det_ok,face_count,face_x,face_y,face_w,face_h,is_closed_manual,manual_source
22,0,0.0,0.2663844983505625,0.2671113696822429,0.2667479340164027,1,1,234,273,180,181,0,
22,1,0.0333333333333333,0.2663844983505625,0.2671113696822429,0.2667479340164027,1,1,234,273,180,181,0,
22,2,0.0666666666666666,0.2663844983505625,0.268146700927976,0.2672655996392692,1,1,234,273,180,181,0,
22,3,0.1,0.2579344714654371,0.268146700927976,0.2630405861967065,1,1,234,273,180,181,0,
22,4,0.1333333333333333,0.2738209580739665,0.3011776405244655,0.287499299299216,1,1,234,273,180,181,0,
22,5,0.1666666666666666,0.2739666762224617,0.2846621707262207,0.2793144234743412,1,1,234,273,180,181,0,
22,6,0.2,0.3077145340273048,0.3011776405244655,0.3044460872758852,1,1,234,273,180,181,0,
22,7,0.2333333333333333,0.3031367530485061,0.2846621707262207,0.2938994618873634,1,1,234,273,180,181,0,
22,8,0.2666666666666666,0.280217663425971,0.2328165336319462,0.2565170985289586,1,1,234,273,180,181,0,
22,9,0.3,0.2681095759537883,0.2671113696822429,0.2676104728180156,1,1,234,273,180,181,0,
22,10,0.3333333333333333,0.2770921698242163,0.2762792308135964,0.2766857003189064,1,1,234,273,180,181,0,
22,11,0.3666666666666666,0.2770921698242163,0.2660760384365099,0.2715841041303631,1,1,234,273,180,181,0,
22,12,0.4,0.2694234922044181,0.2671113696822429,0.2682674309433305,1,1,234,273,180,181,0,
22,13,0.4333333333333333,0.2694234922044181,0.2675556903514283,0.2684895912779232,1,1,234,273,180,181,0,
22,14,0.4666666666666667,0.2694234922044181,0.2671113696822429,0.2682674309433305,1,1,234,273,180,181,0,
22,15,0.5,0.2816851987926743,0.2671113696822429,0.2743982842374586,1,1,234,273,180,181,0,
22,16,0.5333333333333333,0.2694234922044181,0.2660760384365099,0.267749765320464,1,1,234,273,180,181,0,
22,17,0.5666666666666667,0.2694234922044181,0.2343876132844509,0.2519055527444345,1,1,234,273,180,181,0,
22,18,0.6,0.2694234922044181,0.2671113696822429,0.2682674309433305,1,1,234,273,180,181,0,
22,19,0.6333333333333333,0.2754014743780777,0.2603011115079348,0.2678512929430062,1,1,234,273,180,181,0,
22,20,0.6666666666666666,0.278543336585376,0.2773500969491289,0.2779467167672524,1,1,234,273,180,181,0,
22,21,0.7,0.2754014743780777,0.2671113696822429,0.2712564220301603,1,1,234,273,180,181,0,
22,22,0.7333333333333333,0.2540210284145948,0.233998373716993,0.2440097010657939,1,1,234,273,180,181,0,
22,23,0.7666666666666667,0.2438364392476013,0.2270383040282611,0.2354373716379312,1,1,234,273,180,181,0,
22,24,0.8,0.2754014743780777,0.2837411220845248,0.2795712982313013,1,1,234,273,180,181,0,
22,25,0.8333333333333334,0.2336346599038029,0.2588634954669515,0.2462490776853772,1,1,234,273,180,181,0,
22,26,0.8666666666666667,0.2754014743780777,0.259533258941427,0.2674673666597523,1,1,234,273,180,181,0,
22,27,0.9,0.2461206594541189,0.268146700927976,0.2571336801910474,1,1,234,273,180,181,0,
22,28,0.9333333333333332,0.2650854025722586,0.259533258941427,0.2623093307568428,1,1,234,273,180,181,0,
22,29,0.9666666666666668,0.2694234922044181,0.259533258941427,0.2644783755729225,1,1,234,273,180,181,0,
22,30,1.0,0.2681095759537883,0.2660760384365099,0.2670928071951491,1,1,234,273,180,181,0,
22,31,1.0333333333333334,0.2694234922044181,0.2660760384365099,0.267749765320464,1,1,234,273,180,181,0,
22,32,1.0666666666666669,0.2939660987266379,0.2660760384365099,0.2800210685815739,1,1,234,273,180,181,0,
22,33,1.1,0.2454229078935565,0.2660760384365099,0.2557494731650332,1,1,234,273,180,181,0,
22,34,1.1333333333333333,0.26087706489086,0.2660760384365099,0.263476551663685,1,1,234,273,180,181,0,
22,35,1.1666666666666667,0.2738209580739665,0.2575291105304334,0.2656750343021999,1,1,234,273,180,181,0,
22,36,1.2,0.2324952775364886,0.2585311847359302,0.2455132311362094,1,1,234,273,180,181,0,
22,37,1.2333333333333334,0.2336346599038029,0.2671113696822429,0.2503730147930229,1,1,234,273,180,181,0,
22,38,1.2666666666666666,0.2567545954780839,0.259533258941427,0.2581439272097554,1,1,234,273,180,181,0,
22,39,1.3,0.2324952775364886,0.2585311847359302,0.2455132311362094,1,1,234,273,180,181,0,
22,40,1.3333333333333333,0.2359319080370587,0.2685927437966787,0.2522623259168687,1,1,234,273,180,181,0,
22,41,1.3666666666666667,0.2663844983505625,0.2253379717141292,0.2458612350323459,1,1,234,273,180,181,0,
22,42,1.4,0.1367547741873772,0.1450858235788323,0.1409202988831047,1,1,234,273,180,181,0,
22,43,1.4333333333333331,0.199187487525918,0.1874085142772239,0.193298000901571,1,1,234,273,180,181,0,
22,44,1.4666666666666666,0.1691237975014753,0.1682235574088081,0.1686736774551417,1,1,234,273,180,181,0,
22,45,1.5,0.1529392858444262,0.1536167624132511,0.1532780241288386,1,1,234,273,180,181,0,
22,46,1.5333333333333334,0.2216092473831992,0.194781953341973,0.2081956003625861,1,1,234,273,180,181,0,
22,47,1.5666666666666669,0.2119129529768179,0.2179250054138631,0.2149189791953405,1,1,234,273,180,181,0,
22,48,1.6,0.2694234922044181,0.2264818485836127,0.2479526703940154,1,1,234,273,180,181,0,
22,49,1.6333333333333333,0.2663844983505625,0.2435794921972616,0.2549819952739121,1,1,234,273,180,181,0,
22,50,1.6666666666666667,0.2694234922044181,0.2575291105304334,0.2634763013674257,1,1,234,273,180,181,0,
22,51,1.7,0.2663844983505625,0.2424356153277781,0.2544100568391703,1,1,234,273,180,181,0,
22,52,1.7333333333333334,0.2443002638587176,0.2276257254530962,0.2359629946559069,1,1,234,273,180,181,0,
22,53,1.7666666666666666,0.26087706489086,0.2414335411222813,0.2511553030065707,1,1,234,273,180,181,0,
22,54,1.8,0.2285173043125797,0.2253379717141292,0.2269276380133544,1,1,234,273,180,181,0,
22,55,1.8333333333333333,0.2409716359319459,0.2424356153277781,0.241703625629862,1,1,234,273,180,181,0,
22,56,1.8666666666666667,0.2694234922044181,0.259533258941427,0.2644783755729225,1,1,234,273,180,181,0,
22,57,1.9,0.2724624860582736,0.268146700927976,0.2703045934931248,1,1,234,273,180,181,0,
22,58,1.9333333333333331,0.2518145134359033,0.2264818485836127,0.239148181009758,1,1,234,273,180,181,0,
22,59,1.9666666666666663,0.2694234922044181,0.2585311847359302,0.2639773384701741,1,1,234,273,180,181,0,
22,60,2.0,0.2324952775364886,0.2506281261192749,0.2415617018278817,1,1,234,273,180,181,0,
22,61,2.033333333333333,0.2285173043125797,0.2585311847359302,0.2435242445242549,1,1,234,273,180,181,0,
22,62,2.066666666666667,0.2443002638587176,0.2671113696822429,0.2557058167704803,1,1,234,273,180,181,0,
22,63,2.1,0.2518145134359033,0.2268347179839942,0.2393246157099487,1,1,234,273,180,181,0,
22,64,2.1333333333333333,0.278543336585376,0.2589339885133994,0.2687386625493877,1,1,234,273,180,181,0,
22,65,2.1666666666666665,0.2724624860582736,0.2660760384365099,0.2692692622473918,1,1,234,273,180,181,0,
22,66,2.2,0.2814123234144197,0.2589339885133994,0.2701731559639095,1,1,234,273,180,181,0,
22,67,2.2333333333333334,0.2724624860582736,0.2660760384365099,0.2692692622473918,1,1,234,273,180,181,0,
22,68,2.2666666666666666,0.2663844983505625,0.2599376239977635,0.263161061174163,1,1,234,273,180,181,0,
22,69,2.3,0.2663844983505625,0.2585311847359302,0.2624578415432463,1,1,234,273,180,181,0,
22,70,2.333333333333333,0.2370881321924592,0.2343876132844509,0.2357378727384551,1,1,234,273,180,181,0,
22,71,2.3666666666666667,0.2534630514158391,0.2498612220995418,0.2516621367576905,1,1,234,273,180,181,0,
22,72,2.4,0.2534630514158391,0.2506281261192749,0.252045588767557,1,1,234,273,180,181,0,
22,73,2.433333333333333,0.2694234922044181,0.2671113696822429,0.2682674309433305,1,1,234,273,180,181,0,
22,74,2.466666666666667,0.2796879243198664,0.2498612220995418,0.2647745732097041,1,1,234,273,180,181,0,
22,75,2.5,0.278543336585376,0.2671113696822429,0.2728273531338094,1,1,234,273,180,181,0,
22,76,2.533333333333333,0.2724624860582736,0.2429553650483089,0.2577089255532913,1,1,234,273,180,181,0,
22,77,2.566666666666667,0.2500095791271827,0.2332038072929057,0.2416066932100442,1,1,234,273,180,181,0,
22,78,2.6,0.2324952775364886,0.2268347179839942,0.2296649977602414,1,1,234,273,180,181,0,
22,79,2.6333333333333333,0.2694234922044181,0.2585311847359302,0.2639773384701741,1,1,234,273,180,181,0,
22,80,2.6666666666666665,0.2638196583162829,0.2653432434867194,0.2645814509015011,1,1,234,273,180,181,0,
22,81,2.7,0.2711337493353181,0.2425774179917648,0.2568555836635414,1,1,234,273,180,181,0,
22,82,2.7333333333333334,0.2336346599038029,0.2425774179917648,0.2381060389477838,1,1,234,273,180,181,0,
22,83,2.7666666666666666,0.2694234922044181,0.2425774179917648,0.2560004550980914,1,1,234,273,180,181,0,
22,84,2.8,0.2711337493353181,0.2575291105304334,0.2643314299328757,1,1,234,273,180,181,0,
22,85,2.833333333333333,0.2663844983505625,0.2653432434867194,0.2658638709186409,1,1,234,273,180,181,0,
22,86,2.8666666666666667,0.2638196583162829,0.2660760384365099,0.2649478483763964,1,1,234,273,180,181,0,
