video_id,frame_id,timestamp,blink_id,is_blink,is_closed,is_valid,nf,le_fc,le_nv,re_fc,re_nv,extra_fields_raw
8,0,0.00166734,-1,0,0,1,X,X,X,X,X,235:212:138:132:263:233:288:237:323:240:348:239
8,1,0.023846,-1,0,0,1,X,X,X,X,X,232:215:139:131:260:237:284:241:321:242:345:241
8,2,0.0437625,-1,0,0,1,X,X,X,X,X,232:215:139:132:260:237:284:241:321:242:345:241
8,3,0.0743379,-1,0,0,1,X,X,X,X,X,232:215:139:132:260:237:284:241:321:242:345:241
8,4,0.106407,-1,0,0,1,X,X,X,X,X,231:215:140:131:259:237:284:240:321:242:345:241
8,5,0.15437,-1,0,0,1,X,X,X,X,X,232:215:139:131:259:236:284:240:321:242:345:240
8,6,0.186313,-1,0,0,1,X,X,X,X,X,232:215:139:131:260:237:284:240:321:242:345:241
8,7,0.219665,-1,0,0,1,X,X,X,X,X,232:215:139:131:260:237:284:240:321:242:345:240
8,8,0.250328,-1,0,0,1,X,X,X,X,X,232:214:138:133:259:236:284:240:321:242:346:240
8,9,0.282332,-1,0,0,1,X,X,X,X,X,231:214:140:133:259:236:283:241:320:242:345:241
8,10,0.314496,-1,0,0,1,X,X,X,X,X,231:214:140:132:260:236:284:240:321:242:345:240
8,11,0.349096,-1,0,0,1,X,X,X,X,X,231:215:141:131:259:236:283:240:321:241:345:240
8,12,0.378677,-1,0,0,1,X,X,X,X,X,231:214:140:132:259:236:284:240:320:242:345:240
8,13,0.410334,-1,0,0,1,X,X,X,X,X,231:214:140:132:259:236:284:240:321:242:345:240
8,14,0.442727,-1,0,0,1,X,X,X,X,X,231:215:140:131:259:236:284:240:320:242:345:240
8,15,0.474308,-1,0,0,1,X,X,X,X,X,232:214:139:131:260:236:284:240:321:242:345:240
8,16,0.506339,-1,0,0,1,X,X,X,X,X,231:214:140:131:260:236:284:240:321:242:345:240
8,17,0.5383,-1,0,0,1,X,X,X,X,X,231:214:141:132:260:236:284:240:321:242:345:241
8,18,0.586319,-1,0,0,1,X,X,X,X,X,231:214:140:131:260:236:284:240:321:242:345:241
8,19,0.618648,-1,0,0,1,X,X,X,X,X,231:214:140:132:260:236:284:240:321:242:346:240
8,20,0.650394,-1,0,0,1,X,X,X,X,X,232:214:139:132:260:236:284:239:321:241:345:240
8,21,0.682302,-1,0,0,1,X,X,X,X,X,232:214:139:132:260:235:284:239:321:241:346:240
8,22,0.714561,-1,0,0,1,X,X,X,X,X,232:214:140:130:260:235:285:239:321:241:346:240
