video_id,frame_id,timestamp,blink_id,is_blink,is_closed,is_valid,nf,le_fc,le_nv,re_fc,re_nv,extra_fields_raw
1,0,0.142686,-1,0,0,1,X,X,X,X,X,235:204:140:126:250:223:274:226:313:227:339:225
1,1,0.200098,-1,0,0,1,X,X,X,X,X,235:204:139:126:249:223:274:226:313:226:339:225
1,2,0.222628,-1,0,0,1,X,X,X,X,X,235:205:147:129:250:224:274:226:313:227:339:225
1,3,0.254634,-1,0,0,1,X,X,X,X,X,235:204:146:138:250:224:274:225:313:226:339:226
1,4,0.297089,-1,0,0,1,X,X,X,X,X,235:204:148:140:250:224:274:226:313:226:339:225
1,5,0.31903,-1,0,0,1,X,X,X,X,X,234:204:145:131:250:223:273:225:313:226:339:224
1,6,0.350769,-1,0,0,1,X,X,X,X,X,233:204:145:132:250:223:273:226:313:226:338:225
1,7,0.382737,-1,0,0,1,X,X,X,X,X,234:204:145:139:250:224:273:226:313:226:338:225
1,8,0.415133,-1,0,0,1,X,X,X,X,X,234:204:145:138:250:224:274:225:313:226:338:225
1,9,0.464508,-1,0,0,1,X,X,X,X,X,234:204:145:138:250:224:274:225:313:226:338:225
1,10,0.495483,-1,0,0,1,X,X,X,X,X,234:204:146:139:250:223:274:225:313:226:338:225
1,11,0.52709,-1,0,0,1,X,X,X,X,X,234:204:146:129:250:223:274:226:313:226:339:225
1,12,0.559047,-1,0,0,1,X,X,X,X,X,234:203:146:132:250:223:273:226:313:226:339:225
1,13,0.59105,-1,0,0,1,X,X,X,X,X,234:204:146:131:249:223:273:225:312:226:339:225
1,14,0.623342,-1,0,0,1,X,X,X,X,X,234:204:142:128:249:223:273:225:312:226:338:225
1,15,0.655542,-1,0,0,1,X,X,X,X,X,234:205:145:129:250:224:274:226:312:227:339:226
1,16,0.687057,-1,0,0,1,X,X,X,X,X,233:204:148:129:249:224:273:226:312:227:338:226
1,17,0.719281,-1,0,0,1,X,X,X,X,X,235:204:138:126:248:224:273:226:312:227:339:226
1,18,0.75058,-1,0,0,1,X,X,X,X,X,234:204:146:129:250:224:273:226:312:227:338:226
1,19,0.782564,-1,0,0,1,X,X,X,X,X,234:204:145:130:249:224:273:226:312:227:338:226
1,20,0.814569,-1,0,0,1,X,X,X,X,X,235:204:145:130:250:224:273:226:312:227:338:225
1,21,0.862572,-1,0,0,1,X,X,X,X,X,234:204:146:130:249:224:273:226:312:227:338:225
1,22,0.894972,-1,0,0,1,X,X,X,X,X,235:204:144:131:249:224:273:226:312:227:338:226
1,23,0.926678,-1,0,0,1,X,X,X,X,X,235:205:143:130:249:224:273:226:312:227:338:226
1,24,0.959013,-1,0,0,1,X,X,X,X,X,234:204:146:130:249:224:273:226:312:227:338:226
1,25,0.990585,-1,0,0,1,X,X,X,X,X,234:205:144:129:249:224:272:226:312:227:338:226
1,26,1.02259,-1,0,0,1,X,X,X,X,X,235:204:145:131:249:224:273:225:312:226:338:225
1,27,1.05458,-1,0,0,1,X,X,X,X,X,234:204:142:130:249:223:273:225:312:226:338:225
1,28,1.08659,-1,0,0,1,X,X,X,X,X,234:204:144:130:249:223:273:225:312:226:338:225
1,29,1.11855,-1,0,0,1,X,X,X,X,X,234:204:145:130:249:223:273:226:312:226:338:225
1,30,1.15056,-1,0,0,1,X,X,X,X,X,234:204:145:131:249:223:273:225:312:226:338:225
1,31,1.18267,-1,0,0,1,X,X,X,X,X,235:204:147:131:249:224:272:226:312:226:339:226
1,32,1.21465,-1,0,0,1,X,X,X,X,X,234:204:144:130:249:223:273:225:312:226:339:226
1,33,1.24645,-1,0,0,1,X,X,X,X,X,234:205:146:130:249:224:273:225:312:226:339:226
1,34,1.29441,-1,0,0,1,X,X,X,X,X,234:204:146:131:249:224:273:225:312:226:339:225
1,35,1.3268,-1,0,0,1,X,X,X,X,X,234:204:146:131:249:223:273:225:312:226:339:225
1,36,1.35848,-1,0,0,1,X,X,X,X,X,234:204:146:129:249:223:274:225:312:226:339:225
1,37,1.39048,-1,0,0,1,X,X,X,X,X,234:204:146:130:249:223:273:225:312:226:339:225
1,38,1.42247,-1,0,0,1,X,X,X,X,X,234:204:146:131:249:223:273:225:312:226:339:225
1,39,1.45445,-1,0,0,1,X,X,X,X,X,235:204:145:131:249:223:273:226:313:227:339:226
1,40,1.48647,-1,0,0,1,X,X,X,X,X,235:205:145:131:249:224:273:226:313:226:339:226
1,41,1.5192,-1,0,0,1,X,X,X,X,X,234:204:147:132:249:224:273:226:313:226:339:225
1,42,1.55096,-1,0,0,1,X,X,X,X,X,234:203:147:132:250:223:274:225:313:226:339:225
1,43,1.58303,-1,0,0,1,X,X,X,X,X,234:204:148:131:250:223:274:225:313:226:340:226
1,44,1.6145,-1,0,0,1,X,X,X,X,X,234:204:148:131:250:223:274:225:313:226:340:225
1,45,1.64707,-1,0,0,1,X,X,X,X,X,234:204:147:132:251:223:275:225:313:226:340:225
1,46,1.6951,-1,0,0,1,X,X,X,X,X,235:204:148:133:251:223:276:226:314:227:341:226
1,47,1.7272,-1,0,0,1,X,X,X,X,X,235:205:145:131:252:224:276:227:314:227:341:226
1,48,1.7591,-1,0,0,1,X,X,X,X,X,235:205:147:132:251:224:276:227:315:227:342:226
1,49,1.79096,-1,0,0,1,X,X,X,X,X,236:205:147:133:252:224:277:227:315:227:342:227
1,50,1.82308,-1,0,0,1,X,X,X,X,X,236:205:146:132:252:224:277:226:316:227:343:226
1,51,1.85504,-1,0,0,1,X,X,X,X,X,235:205:147:131:253:224:278:226:317:227:343:226
1,52,1.88709,-1,0,0,1,X,X,X,X,X,235:205:148:132:253:223:278:226:317:226:344:226
1,53,1.91902,-1,0,0,1,X,X,X,X,X,237:204:147:133:254:224:278:227:317:227:344:226
1,54,1.95105,-1,0,0,1,X,X,X,X,X,236:204:148:132:254:223:279:226:318:227:344:226
1,55,1.98264,-1,0,0,1,X,X,X,X,X,235:204:146:131:254:224:279:226:318:227:344:226
1,56,2.01468,-1,0,0,1,X,X,X,X,X,236:204:147:132:254:224:280:227:318:227:345:227
1,57,2.04663,-1,0,0,1,X,X,X,X,X,238:206:140:129:254:224:279:227:318:228:345:227
1,58,2.09502,-1,0,0,1,X,X,X,X,X,237:205:141:129:254:224:280:227:318:228:345:227
1,59,2.12706,-1,0,0,1,X,X,X,X,X,237:206:141:129:254:224:279:227:318:228:345:227
1,60,2.15855,-1,0,0,1,X,X,X,X,X,237:204:143:131:254:224:280:226:318:227:345:226
1,61,2.19106,-1,0,0,1,X,X,X,X,X,238:204:146:131:255:223:280:225:319:226:345:225
1,62,2.22265,-1,0,0,1,X,X,X,X,X,235:203:146:132:254:223:280:226:319:227:345:225
1,63,2.25503,-1,0,0,1,X,X,X,X,X,238:204:142:131:254:223:279:226:319:227:345:226
1,64,2.28703,-1,0,0,1,X,X,X,X,X,238:204:142:131:254:223:279:226:319:227:345:226
1,65,2.31857,-1,0,0,1,X,X,X,X,X,238:205:141:131:254:224:280:227:319:228:346:227
1,66,2.35067,-1,0,0,1,X,X,X,X,X,238:205:142:131:254:224:280:226:319:227:345:227
1,67,2.38271,-1,0,0,1,X,X,X,X,X,234:203:146:132:255:223:280:225:319:226:345:225
1,68,2.41501,-1,0,0,1,X,X,X,X,X,235:203:145:132:255:223:280:225:319:226:345:225
1,69,2.44659,-1,0,0,1,X,X,X,X,X,236:204:144:131:255:223:280:224:319:225:345:225
1,70,2.47899,-1,0,0,1,X,X,X,X,X,238:204:141:131:255:222:280:225:319:226:345:225
1,71,2.52662,-1,0,0,1,X,X,X,X,X,238:205:142:129:254:222:280:226:319:226:345:225
1,72,2.55933,-1,0,0,1,X,X,X,X,X,239:205:140:128:255:222:280:225:319:226:345:225
1,73,2.59077,-1,0,0,1,X,X,X,X,X,238:205:142:126:254:222:280:225:319:226:346:225
1,74,2.62304,-1,0,0,1,X,X,X,X,X,238:205:142:125:254:222:280:225:319:226:346:225
1,75,2.65484,-1,0,0,1,X,X,X,X,X,238:205:142:124:255:221:280:225:319:226:346:224
1,76,2.687,-1,0,0,1,X,X,X,X,X,238:204:142:125:254:221:280:225:319:226:346:224
1,77,2.71895,-1,0,0,1,X,X,X,X,X,238:204:142:124:254:221:280:225:319:226:346:224
1,78,2.75099,-1,0,0,1,X,X,X,X,X,238:204:142:124:254:221:280:225:319:226:346:224
1,79,2.78273,-1,0,0,1,X,X,X,X,X,238:204:142:124:254:222:280:225:319:226:346:225
1,80,2.81494,-1,0,0,1,X,X,X,X,X,237:204:143:123:254:222:280:225:319:226:346:225
1,81,2.84651,-1,0,0,1,X,X,X,X,X,238:204:141:123:254:222:280:225:319:226:346:225
1,82,2.87901,-1,0,0,1,X,X,X,X,X,238:204:141:124:254:222:280:225:319:226:346:225
1,83,2.92654,-1,0,0,1,X,X,X,X,X,238:204:142:123:254:223:280:225:319:227:346:225
1,84,2.95865,-1,0,0,1,X,X,X,X,X,238:204:142:123:254:223:280:226:319:227:346:225
1,85,2.99103,-1,0,0,1,X,X,X,X,X,238:204:142:123:254:223:280:226:319:227:346:225
1,86,3.02259,-1,0,0,1,X,X,X,X,X,238:204:143:123:254:223:280:226:319:227:346:225
1,87,3.05501,-1,0,0,1,X,X,X,X,X,236:203:147:128:255:223:280:226:319:227:346:225
1,88,3.08702,-1,0,0,1,X,X,X,X,X,238:204:141:123:254:223:280:226:319:227:346:225
1,89,3.11899,-1,0,0,1,X,X,X,X,X,236:203:147:130:255:223:280:226:319:227:345:226
1,90,3.15044,-1,0,0,1,X,X,X,X,X,236:204:145:134:255:224:279:226:319:227:345:226
1,91,3.183,-1,0,0,1,X,X,X,X,X,238:204:142:123:254:223:280:226:319:227:346:226
1,92,3.21477,-1,0,0,1,X,X,X,X,X,237:204:143:122:254:223:280:226:319:227:346:225
1,93,3.24698,-1,0,0,1,X,X,X,X,X,238:204:142:123:254:223:280:226:319:227:346:225
1,94,3.2785,-1,0,0,1,X,X,X,X,X,238:204:142:123:254:223:280:226:319:227:346:226
1,95,3.32688,-1,0,0,1,X,X,X,X,X,238:205:142:122:254:223:279:226:319:227:346:226
1,96,3.35902,-1,0,0,1,X,X,X,X,X,238:205:142:122:254:223:279:226:319:227:346:226
1,97,3.39101,-1,0,0,1,X,X,X,X,X,237:204:147:127:255:224:280:227:319:227:346:225
1,98,3.42279,-1,0,0,1,X,X,X,X,X,237:205:142:122:254:223:279:226:319:227:346:225
1,99,3.45492,-1,0,0,1,X,X,X,X,X,236:204:145:128:254:223:280:226:319:227:345:225
1,100,3.48656,-1,0,0,1,X,X,X,X,X,235:203:148:127:255:223:280:226:319:226:345:225
1,101,3.51912,-1,0,0,1,X,X,X,X,X,236:203:145:128:254:223:280:226:319:227:345:225
1,102,3.5512,-1,0,0,1,X,X,X,X,X,235:204:145:126:254:223:279:226:319:227:344:225
1,103,3.5826,-1,0,0,1,X,X,X,X,X,235:204:145:126:254:223:279:226:319:227:344:225
1,104,3.61491,-1,0,0,1,X,X,X,X,X,234:204:145:126:253:222:278:225:318:226:344:225
1,105,3.64691,-1,0,0,1,X,X,X,X,X,234:204:146:125:253:223:278:226:317:226:344:225
1,106,3.67898,-1,0,0,1,X,X,X,X,X,233:204:145:128:253:223:278:225:317:226:343:225
1,107,3.71084,-1,0,0,1,X,X,X,X,X,233:204:144:126:252:223:277:226:317:226:343:224
1,108,3.79044,-1,0,0,1,X,X,X,X,X,234:205:145:125:253:223:278:226:317:226:343:225
1,109,3.82287,-1,0,0,1,X,X,X,X,X,234:204:146:127:252:222:277:225:317:226:343:225
1,110,3.85493,-1,0,0,1,X,X,X,X,X,235:204:144:128:252:223:277:225:316:226:343:225
1,111,3.88695,-1,0,0,1,X,X,X,X,X,233:204:144:128:252:223:277:226:316:226:343:225
1,112,3.91899,-1,0,0,1,X,X,X,X,X,235:204:144:132:252:223:277:225:316:226:342:225
1,113,3.95095,-1,0,0,1,X,X,X,X,X,234:204:142:131:251:223:276:225:316:226:342:225
1,114,3.98283,-1,0,0,1,X,X,X,X,X,233:204:144:132:251:223:276:225:315:226:342:225
1,115,4.01454,-1,0,0,1,X,X,X,X,X,233:204:143:130:251:222:276:225:315:226:342:224
1,116,4.04695,-1,0,0,1,X,X,X,X,X,234:204:145:133:251:223:276:225:315:226:342:225
1,117,4.07886,-1,0,0,1,X,X,X,X,X,233:204:145:135:251:223:276:225:315:226:342:225
1,118,4.11096,-1,0,0,1,X,X,X,X,X,234:204:144:136:251:223:276:225:315:225:342:224
1,119,4.15892,-1,0,0,1,X,X,X,X,X,233:204:143:127:251:222:275:224:315:225:341:224
