video_id,center_frame,label_name,label,orig_label_name,source,source_csv,robust_f0_0,robust_f0_1,robust_f0_2,robust_f0_3,robust_f0_4,robust_f0_5,robust_f0_6,robust_f0_7,robust_f0_8,robust_f0_9,robust_f0_10,robust_f0_11,robust_f0_12,robust_f0_13,robust_f0_14,robust_f1_0,robust_f1_1,robust_f1_2,robust_f1_3,robust_f1_4,robust_f1_5,robust_f1_6,robust_f1_7,robust_f1_8,robust_f1_9,robust_f1_10,robust_f1_11,robust_f1_12,robust_f1_13,robust_f1_14
closed_20250505_062113,7,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.875,0.759765625,0.807861328125,0.4375,0.916748046875,0.58349609375,0.619140625,0.798583984375,0.944580078125,0.888916015625,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.821533203125,0.78515625,0.769287109375,0.43310546875,0.83642578125,0.734619140625,0.702392578125,0.770751953125,0.83349609375,0.83203125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125
closed_20250505_062113,8,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.759765625,0.807861328125,0.4375,0.916748046875,0.58349609375,0.619140625,0.798583984375,0.944580078125,0.888916015625,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.78515625,0.769287109375,0.43310546875,0.83642578125,0.734619140625,0.702392578125,0.770751953125,0.83349609375,0.83203125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625
closed_20250505_062113,9,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.807861328125,0.4375,0.916748046875,0.58349609375,0.619140625,0.798583984375,0.944580078125,0.888916015625,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.769287109375,0.43310546875,0.83642578125,0.734619140625,0.702392578125,0.770751953125,0.83349609375,0.83203125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625
closed_20250505_062113,10,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.4375,0.916748046875,0.58349609375,0.619140625,0.798583984375,0.944580078125,0.888916015625,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.43310546875,0.83642578125,0.734619140625,0.702392578125,0.770751953125,0.83349609375,0.83203125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125
closed_20250505_062113,11,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.916748046875,0.58349609375,0.619140625,0.798583984375,0.944580078125,0.888916015625,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.83642578125,0.734619140625,0.702392578125,0.770751953125,0.83349609375,0.83203125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625
closed_20250505_062113,12,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.58349609375,0.619140625,0.798583984375,0.944580078125,0.888916015625,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.807861328125,0.734619140625,0.702392578125,0.770751953125,0.83349609375,0.83203125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625,0.774658203125
closed_20250505_062113,13,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.619140625,0.798583984375,0.944580078125,0.888916015625,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.807861328125,0.944580078125,0.702392578125,0.770751953125,0.83349609375,0.83203125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625,0.774658203125,0.884033203125
closed_20250505_062113,14,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.798583984375,0.944580078125,0.888916015625,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.807861328125,0.944580078125,0.916748046875,0.770751953125,0.83349609375,0.83203125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625,0.774658203125,0.884033203125,0.786376953125
closed_20250505_062113,15,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.944580078125,0.888916015625,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.807861328125,0.944580078125,0.916748046875,0.95849609375,0.83349609375,0.83203125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625,0.774658203125,0.884033203125,0.786376953125,0.788818359375
closed_20250505_062113,16,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.888916015625,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.807861328125,0.944580078125,0.916748046875,0.95849609375,0.847412109375,0.83203125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625,0.774658203125,0.884033203125,0.786376953125,0.788818359375,0.850830078125
closed_20250505_062113,17,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.875,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.807861328125,0.944580078125,0.916748046875,0.95849609375,0.847412109375,0.8125,0.759033203125,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625,0.774658203125,0.884033203125,0.786376953125,0.788818359375,0.850830078125,0.84814453125
closed_20250505_062113,18,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.944580078125,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.807861328125,0.944580078125,0.916748046875,0.95849609375,0.847412109375,0.8125,0.916748046875,0.876953125,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625,0.774658203125,0.884033203125,0.786376953125,0.788818359375,0.850830078125,0.84814453125,0.807861328125
closed_20250505_062113,19,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.916748046875,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.807861328125,0.944580078125,0.916748046875,0.95849609375,0.847412109375,0.8125,0.916748046875,0.83349609375,0.729248046875,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625,0.774658203125,0.884033203125,0.786376953125,0.788818359375,0.850830078125,0.84814453125,0.807861328125,0.760009765625
closed_20250505_062113,20,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.916748046875,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.807861328125,0.944580078125,0.916748046875,0.95849609375,0.847412109375,0.8125,0.916748046875,0.83349609375,0.843017578125,0.791748046875,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625,0.774658203125,0.884033203125,0.786376953125,0.788818359375,0.850830078125,0.84814453125,0.807861328125,0.760009765625,0.78125
closed_20250505_062113,21,closed,1,closed,robust_recording,C:\Users\LC\Desktop\eyeblink8\work_eyefeature_robust\frame_robust_upright_dec1.csv,0.807861328125,0.923095703125,0.944580078125,0.84619140625,0.916748046875,0.807861328125,0.944580078125,0.916748046875,0.95849609375,0.847412109375,0.8125,0.916748046875,0.83349609375,0.843017578125,0.9375,0.77001953125,0.83447265625,0.83447265625,0.760986328125,0.79541015625,0.774658203125,0.884033203125,0.786376953125,0.788818359375,0.850830078125,0.84814453125,0.807861328125,0.760009765625,0.78125,0.915771484375
