video_id,video_file,frame_idx,time_sec,label_closed,face_ok_on_update,roi_updated,roi_valid,roi_age,left_x,left_y,left_w,left_h,right_x,right_y,right_w,right_h,left_dark_ratio,right_dark_ratio,dark_ratio_mean,left_v_extent,right_v_extent,eye_open_score,score_q,left_edge_density,right_edge_density,edge_density_mean,dark_thresh
22,22.mp4,0,0.0,0,1,1,1,0,256,309,53,22,330,312,53,19,0.07804459691252144,0.08242303872889771,0.08023381782070957,0.36363636363636365,0.42105263157894735,0.3923444976076555,1607,0.0,0.0,0.0,70
22,22.mp4,1,0.03333333333333333,0,0,0,1,1,256,309,53,22,330,312,53,19,0.07804459691252144,0.08242303872889771,0.08023381782070957,0.36363636363636365,0.42105263157894735,0.3923444976076555,1607,0.0,0.0,0.0,70
22,22.mp4,2,0.06666666666666667,0,0,0,1,2,256,309,53,22,330,312,53,19,0.07804459691252144,0.1002979145978153,0.08917125575516838,0.36363636363636365,0.47368421052631576,0.41866028708133973,1715,0.0,0.0,0.0,70
22,22.mp4,3,0.1,0,0,0,1,3,256,309,53,22,330,312,53,19,0.09348198970840481,0.11320754716981132,0.10334476843910806,0.4090909090909091,0.5263157894736842,0.4677033492822966,1916,0.0,0.0010298661174047373,0.0005149330587023687,70
22,22.mp4,4,0.13333333333333333,0,0,0,1,4,256,309,53,22,330,312,53,19,0.10548885077186965,0.1211519364448858,0.11332039360837773,0.5,0.5263157894736842,0.513157894736842,2102,0.0008861320336730173,0.0020597322348094747,0.0014729321342412459,70
22,22.mp4,5,0.16666666666666666,0,0,0,1,5,256,309,53,22,330,312,53,19,0.11063464837049743,0.12413108242303873,0.11738286539676808,0.5,0.5263157894736842,0.513157894736842,2102,0.0008861320336730173,0.0025746652935118436,0.0017303986635924303,70
22,22.mp4,6,0.2,0,0,0,1,6,256,309,53,22,330,312,53,19,0.11234991423670669,0.12810327706057598,0.12022659564864133,0.5,0.5789473684210527,0.5394736842105263,2210,0.0017722640673460345,0.0020597322348094747,0.0019159981510777546,70
22,22.mp4,7,0.23333333333333334,0,0,0,1,7,256,309,53,22,330,312,53,19,0.11749571183533447,0.13306852035749753,0.12528211609641599,0.5,0.5789473684210527,0.5394736842105263,2210,0.0,0.0020597322348094747,0.0010298661174047373,70
22,22.mp4,8,0.26666666666666666,0,0,0,1,8,256,309,53,22,330,312,53,19,0.11406518010291596,0.12512413108242304,0.11959465559266949,0.45454545454545453,0.5789473684210527,0.5167464114832536,2117,0.0,0.0,0.0,70
22,22.mp4,9,0.3,0,0,0,1,9,256,309,53,22,330,312,53,19,0.11406518010291596,0.12711022840119166,0.12058770425205381,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,10,0.3333333333333333,0,0,0,1,10,256,309,53,22,330,312,53,19,0.11406518010291596,0.12512413108242304,0.11959465559266949,0.4090909090909091,0.5263157894736842,0.4677033492822966,1916,0.0,0.0,0.0,70
22,22.mp4,11,0.36666666666666664,0,0,0,1,11,256,309,53,22,330,312,53,19,0.11749571183533447,0.12015888778550149,0.11882729981041798,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,12,0.4,0,0,0,1,12,256,309,53,22,330,312,53,19,0.11921097770154374,0.12313803376365443,0.12117450573259908,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,13,0.43333333333333335,0,0,0,1,13,256,309,53,22,330,312,53,19,0.11921097770154374,0.12313803376365443,0.12117450573259908,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,14,0.4666666666666667,0,0,0,1,14,256,309,53,22,330,312,53,19,0.12435677530017153,0.11916583912611718,0.12176130721314435,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,15,0.5,0,0,0,1,15,256,309,53,22,330,312,53,19,0.1234991423670669,0.11916583912611718,0.12133249074659204,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,16,0.5333333333333333,0,0,0,1,16,256,309,53,22,330,312,53,19,0.1234991423670669,0.11420059582919563,0.11884986909813126,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,17,0.5666666666666667,0,0,0,1,17,256,309,53,22,330,312,53,19,0.12178387650085763,0.12015888778550149,0.12097138214317957,0.45454545454545453,0.5789473684210527,0.5167464114832536,2117,0.0,0.0,0.0,70
22,22.mp4,18,0.6,0,0,0,1,18,256,309,53,22,330,312,53,19,0.11663807890222985,0.11916583912611718,0.11790195901417352,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,19,0.6333333333333333,0,0,0,1,19,256,309,53,22,330,312,53,19,0.10891938250428816,0.1221449851042701,0.11553218380427913,0.4090909090909091,0.5263157894736842,0.4677033492822966,1916,0.0,0.0,0.0,70
22,22.mp4,20,0.6666666666666666,0,1,1,1,0,254,310,53,22,328,314,53,19,0.10634648370497427,0.12313803376365443,0.11474225873431435,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,21,0.7,0,0,0,1,1,254,310,53,22,328,314,53,19,0.10634648370497427,0.1320754716981132,0.11921097770154374,0.4090909090909091,0.5789473684210527,0.4940191387559809,2024,0.0,0.0,0.0,70
22,22.mp4,22,0.7333333333333333,0,0,0,1,2,254,310,53,22,328,314,53,19,0.11663807890222985,0.12909632571996027,0.12286720231109506,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,23,0.7666666666666667,0,0,0,1,3,254,310,53,22,328,314,53,19,0.10806174957118353,0.13604766633565044,0.12205470795341698,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,24,0.8,0,0,0,1,4,254,310,53,22,328,314,53,19,0.11063464837049743,0.13406156901688182,0.12234810869368962,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0005149330587023687,0.00025746652935118434,70
22,22.mp4,25,0.8333333333333334,0,0,0,1,5,254,310,53,22,328,314,53,19,0.1097770154373928,0.13406156901688182,0.12191929222713731,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,26,0.8666666666666667,0,0,0,1,6,254,310,53,22,328,314,53,19,0.11063464837049743,0.1320754716981132,0.12135506003430532,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,27,0.9,0,0,0,1,7,254,310,53,22,328,314,53,19,0.11063464837049743,0.13604766633565044,0.12334115735307394,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,28,0.9333333333333333,0,0,0,1,8,254,310,53,22,328,314,53,19,0.12864493996569468,0.1221449851042701,0.1253949625349824,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,29,0.9666666666666667,0,0,0,1,9,254,310,53,22,328,314,53,19,0.12178387650085763,0.12810327706057598,0.1249435767807168,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,30,1.0,0,0,0,1,10,254,310,53,22,328,314,53,19,0.12006861063464837,0.12711022840119166,0.12358941951792002,0.4090909090909091,0.5263157894736842,0.4677033492822966,1916,0.0,0.0,0.0,70
22,22.mp4,31,1.0333333333333334,0,0,0,1,11,254,310,53,22,328,314,53,19,0.1260720411663808,0.12909632571996027,0.12758418344317052,0.45454545454545453,0.47368421052631576,0.46411483253588515,1901,0.0,0.0,0.0,70
22,22.mp4,32,1.0666666666666667,0,0,0,1,12,254,310,53,22,328,314,53,19,0.1269296740994854,0.1300893743793446,0.128509524239415,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,33,1.1,0,0,0,1,13,254,310,53,22,328,314,53,19,0.1269296740994854,0.12810327706057598,0.1275164755800307,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,34,1.1333333333333333,0,0,0,1,14,254,310,53,22,328,314,53,19,0.1269296740994854,0.1320754716981132,0.1295025728987993,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,35,1.1666666666666667,0,0,0,1,15,254,310,53,22,328,314,53,19,0.12864493996569468,0.13406156901688182,0.13135325449128826,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,36,1.2,0,0,0,1,16,254,310,53,22,328,314,53,19,0.12264150943396226,0.1300893743793446,0.12636544190665344,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,37,1.2333333333333334,0,0,0,1,17,254,310,53,22,328,314,53,19,0.12435677530017153,0.12711022840119166,0.1257335018506816,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,38,1.2666666666666666,0,0,0,1,18,254,310,53,22,328,314,53,19,0.12264150943396226,0.12711022840119166,0.12487586891757696,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,39,1.3,0,0,0,1,19,254,310,53,22,328,314,53,19,0.1183533447684391,0.13306852035749753,0.1257109325629683,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,40,1.3333333333333333,0,1,1,1,0,252,311,54,22,328,315,53,19,0.117003367003367,0.1320754716981132,0.1245394193507401,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0005149330587023687,0.00025746652935118434,70
22,22.mp4,41,1.3666666666666667,0,0,0,1,1,252,311,54,22,328,315,53,19,0.11026936026936027,0.13406156901688182,0.12216546464312104,0.4090909090909091,0.5789473684210527,0.4940191387559809,2024,0.0,0.0005149330587023687,0.00025746652935118434,70
22,22.mp4,42,1.4,0,0,0,1,2,252,311,54,22,328,315,53,19,0.04882154882154882,0.06653426017874876,0.05767790450014879,0.2727272727272727,0.3684210526315789,0.32057416267942584,1313,0.0,0.0,0.0,70
22,22.mp4,43,1.4333333333333333,0,0,0,1,3,252,311,54,22,328,315,53,19,0.05387205387205387,0.06256206554121152,0.0582170597066327,0.36363636363636365,0.3684210526315789,0.36602870813397126,1499,0.0,0.0005149330587023687,0.00025746652935118434,70
22,22.mp4,44,1.4666666666666666,0,0,0,1,4,252,311,54,22,328,315,53,19,0.06818181818181818,0.07249255213505462,0.0703371851584364,0.3181818181818182,0.3684210526315789,0.34330143540669855,1406,0.0,0.001544799176107106,0.000772399588053553,70
22,22.mp4,45,1.5,0,0,0,1,5,252,311,54,22,328,315,53,19,0.09006734006734007,0.08838133068520357,0.08922433537627182,0.2727272727272727,0.3684210526315789,0.32057416267942584,1313,0.0,0.0,0.0,70
22,22.mp4,46,1.5333333333333334,0,0,0,1,6,252,311,54,22,328,315,53,19,0.1271043771043771,0.11519364448857994,0.12114901079647852,0.36363636363636365,0.3684210526315789,0.36602870813397126,1499,0.0,0.0,0.0,70
22,22.mp4,47,1.5666666666666667,0,0,0,1,7,252,311,54,22,328,315,53,19,0.12205387205387205,0.1320754716981132,0.12706467187599263,0.4090909090909091,0.47368421052631576,0.44138755980861244,1808,0.0,0.0,0.0,70
22,22.mp4,48,1.6,0,0,0,1,8,252,311,54,22,328,315,53,19,0.13636363636363635,0.12711022840119166,0.13173693238241402,0.45454545454545453,0.47368421052631576,0.46411483253588515,1901,0.0,0.0,0.0,70
22,22.mp4,49,1.6333333333333333,0,0,0,1,9,252,311,54,22,328,315,53,19,0.13215488215488216,0.12909632571996027,0.13062560393742123,0.5,0.5263157894736842,0.513157894736842,2102,0.0,0.0,0.0,70
22,22.mp4,50,1.6666666666666667,0,0,0,1,10,252,311,54,22,328,315,53,19,0.12794612794612795,0.13306852035749753,0.13050732415181274,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
22,22.mp4,51,1.7,0,0,0,1,11,252,311,54,22,328,315,53,19,0.12962962962962962,0.13306852035749753,0.13134907499356357,0.45454545454545453,0.5263157894736842,0.49043062200956933,2009,0.0,0.0,0.0,70
