video_id,frame_id,ear_l,ear_r,ear_avg,det_ok,face_count,face_x,face_y,face_w,face_h
9,0,0.29061909,0.26000000,0.27530954,1,1,228,194,150,151
9,1,0.27929039,0.28142136,0.28035587,1,1,228,211,150,150
9,2,0.28341872,0.27977626,0.28159749,1,1,228,211,150,150
9,3,0.27722108,0.25986337,0.26854223,1,1,228,211,150,150
9,4,0.21712958,0.18444250,0.20078604,1,1,228,211,150,150
9,5,0.24129437,0.19064397,0.21596917,1,1,228,211,150,150
9,6,0.25993762,0.19146395,0.22570078,1,1,228,211,150,150
9,7,0.36313652,0.42057088,0.39185370,1,1,228,211,150,150
9,8,0.32535758,0.32223262,0.32379510,1,1,228,211,150,150
9,9,0.27929039,0.24981529,0.26455284,1,1,228,211,150,150
9,10,0.25673456,0.26039679,0.25856568,1,1,228,211,150,150
9,11,,,,0,0,,,,
9,12,,,,0,0,,,,
9,13,0.23457695,0.19355510,0.21406603,1,1,245,217,125,126
9,14,0.23753420,0.20966948,0.22360184,1,1,245,217,125,126
9,15,0.25496881,0.29213465,0.27355173,1,1,228,211,150,150
9,16,0.23862022,0.23980822,0.23921422,1,1,228,211,150,150
9,17,,,,0,0,,,,
9,18,,,,0,0,,,,
9,19,0.39987226,0.34615385,0.37301306,1,1,228,194,150,151
9,20,0.38237659,0.38461538,0.38349599,1,1,228,194,150,151
9,21,,,,0,0,,,,
9,22,,,,0,0,,,,
9,23,,,,0,0,,,,
9,24,,,,0,0,,,,
9,25,,,,0,0,,,,
9,26,,,,0,0,,,,
9,27,,,,0,0,,,,
9,28,,,,0,0,,,,
9,29,,,,0,0,,,,
9,30,,,,0,0,,,,
9,31,,,,0,0,,,,
9,32,,,,0,0,,,,
9,33,,,,0,0,,,,
9,34,,,,0,0,,,,
9,35,,,,0,0,,,,
9,36,,,,0,0,,,,
9,37,,,,0,0,,,,
9,38,,,,0,0,,,,
9,39,,,,0,0,,,,
9,40,,,,0,0,,,,
9,41,,,,0,0,,,,
9,42,,,,0,0,,,,
9,43,,,,0,0,,,,
9,44,,,,0,0,,,,
9,45,,,,0,0,,,,
9,46,,,,0,0,,,,
9,47,,,,0,0,,,,
9,48,,,,0,0,,,,
9,49,,,,0,0,,,,
9,50,,,,0,0,,,,
9,51,,,,0,0,,,,
9,52,,,,0,0,,,,
9,53,,,,0,0,,,,
9,54,,,,0,0,,,,
9,55,,,,0,0,,,,
9,56,,,,0,0,,,,
9,57,,,,0,0,,,,
9,58,,,,0,0,,,,
9,59,,,,0,0,,,,
9,60,,,,0,0,,,,
9,61,,,,0,0,,,,
9,62,,,,0,0,,,,
9,63,,,,0,0,,,,
9,64,,,,0,0,,,,
9,65,,,,0,0,,,,
9,66,,,,0,0,,,,
9,67,,,,0,0,,,,
9,68,,,,0,0,,,,
9,69,,,,0,0,,,,
9,70,0.28041936,0.26144617,0.27093277,1,1,228,211,150,150
9,71,0.29120440,0.22916667,0.26018553,1,1,228,194,150,151
9,72,0.28973662,0.27059746,0.28016704,1,1,228,194,150,151
9,73,0.25149129,0.24978327,0.25063728,1,1,228,194,150,151
9,74,0.27929039,0.27083333,0.27506186,1,1,228,194,150,151
9,75,0.27929039,0.25979224,0.26954131,1,1,228,194,150,151
9,76,0.28082797,0.27083333,0.27583065,1,1,228,194,150,151
9,77,0.28082797,0.26000000,0.27041398,1,1,228,194,150,151
9,78,0.28082797,0.25000000,0.26541398,1,1,228,194,150,151
9,79,0.29235267,0.27083333,0.28159300,1,1,228,194,150,151
9,80,0.29061909,0.27083333,0.28072621,1,1,228,194,150,151
9,81,0.28754705,0.25979224,0.27366965,1,1,228,194,150,151
9,82,0.29061909,0.27083333,0.28072621,1,1,228,194,150,151
9,83,0.27929039,0.27083333,0.27506186,1,1,228,194,150,151
9,84,0.27929039,0.27083333,0.27506186,1,1,228,194,150,151
9,85,0.25977253,0.29166667,0.27571960,1,1,228,194,150,151
9,86,0.27929039,0.28000000,0.27964519,1,1,228,194,150,151
9,87,0.27527835,0.29166667,0.28347251,1,1,228,194,150,151
9,88,0.29491488,0.26000000,0.27745744,1,1,228,194,150,151
9,89,0.29921066,0.27207783,0.28564425,1,1,228,194,150,151
9,90,0.29061909,0.26000000,0.27530954,1,1,228,194,150,151
9,91,0.25000000,0.27083333,0.26041667,1,1,228,194,150,151
9,92,0.25000000,0.27255756,0.26127878,1,1,228,194,150,151
9,93,0.27929039,0.24978327,0.26453683,1,1,228,194,150,151
9,94,0.29491488,0.24978327,0.27234907,1,1,228,194,150,151
