video_id,frame_id,ear_l,ear_r,ear_avg,det_ok,face_count,face_x,face_y,face_w,face_h
3,0,0.30332342,0.31352500,0.30842421,1,1,259,217,125,126
3,1,0.29088353,0.32577919,0.30833136,1,1,259,217,125,126
3,2,0.34111761,0.32577919,0.33344840,1,1,259,217,125,126
3,3,0.32620941,0.32744039,0.32682490,1,1,259,217,125,126
3,4,0.34921516,0.34782609,0.34852062,1,1,259,217,125,126
3,5,0.34921516,0.30406057,0.32663787,1,1,259,217,125,126
3,6,0.34921516,0.34917952,0.34919734,1,1,259,217,125,126
3,7,0.34786682,0.32577919,0.33682300,1,1,259,217,125,126
3,8,0.33918498,0.32577919,0.33248208,1,1,259,217,125,126
3,9,0.34921516,0.34917952,0.34919734,1,1,259,217,125,126
3,10,0.34091820,0.34232404,0.34162112,1,1,259,217,125,126
3,11,0.34111761,0.36505131,0.35308446,1,1,259,217,125,126
3,12,0.30628196,0.32608696,0.31618446,1,1,259,217,125,126
3,13,0.30474281,0.30406057,0.30440169,1,1,259,217,125,126
3,14,0.30485539,0.32608696,0.31547117,1,1,259,217,125,126
3,15,0.34786682,0.34917952,0.34852317,1,1,259,217,125,126
3,16,0.33347448,0.32763191,0.33055319,1,1,259,217,125,126
3,17,0.29213465,0.32763191,0.30988328,1,1,259,217,125,126
3,18,0.30474281,0.30406057,0.30440169,1,1,259,217,125,126
3,19,0.30474281,0.30560407,0.30517344,1,1,259,217,125,126
3,20,0.29213465,0.30406057,0.29809761,1,1,259,217,125,126
3,21,0.30332342,0.32763191,0.31547766,1,1,259,217,125,126
3,22,0.30474281,0.32608696,0.31541488,1,1,259,217,125,126
3,23,0.29088353,0.30560407,0.29824380,1,1,259,217,125,126
3,24,0.31848367,0.30434783,0.31141575,1,1,259,217,125,126
3,25,0.32620941,0.31979700,0.32300320,1,1,259,217,125,126
3,26,0.30332342,0.31946715,0.31139528,1,1,259,217,125,126
3,27,0.32009221,0.34232404,0.33120813,1,1,259,217,125,126
3,28,0.31848367,0.30434783,0.31141575,1,1,259,217,125,126
3,29,0.30474281,0.32608696,0.31541488,1,1,259,217,125,126
3,30,0.30179144,0.32732268,0.31455706,1,1,259,217,125,126
3,31,0.30474281,0.30560407,0.30517344,1,1,259,217,125,126
3,32,0.30628196,0.30434783,0.30531489,1,1,259,217,125,126
3,33,0.30320367,0.30406057,0.30363212,1,1,259,217,125,126
3,34,0.30628196,0.30406057,0.30517127,1,1,259,217,125,126
3,35,0.30628196,0.30560407,0.30594301,1,1,259,217,125,126
3,36,0.30485539,0.30406057,0.30445798,1,1,259,217,125,126
3,37,0.31848367,0.30406057,0.31127212,1,1,259,217,125,126
3,38,0.32774856,0.30434783,0.31604819,1,1,259,217,125,126
3,39,0.32774856,0.30589278,0.31682067,1,1,259,217,125,126
3,40,0.30320367,0.31946715,0.31133541,1,1,259,217,125,126
3,41,0.32108066,0.30434783,0.31271424,1,1,259,217,125,126
3,42,0.30320367,0.30434783,0.30377575,1,1,259,217,125,126
3,43,0.30406057,0.30434783,0.30420420,1,1,259,217,125,126
3,44,0.32774856,0.34090909,0.33432882,1,1,259,217,125,126
3,45,0.31848367,0.34252427,0.33050397,1,1,259,217,125,126
3,46,0.30628196,0.32577919,0.31603057,1,1,259,217,125,126
3,47,0.31848367,0.30434783,0.31141575,1,1,259,217,125,126
3,48,0.31785364,0.29895069,0.30840217,1,1,259,217,125,126
3,49,0.31848367,0.30589278,0.31218822,1,1,259,217,125,126
3,50,0.31946715,0.30560407,0.31253561,1,1,259,217,125,126
3,51,0.31848367,0.30406057,0.31127212,1,1,259,217,125,126
3,52,0.30320367,0.30434783,0.30377575,1,1,259,217,125,126
3,53,0.34651848,0.34782609,0.34717228,1,1,259,217,125,126
3,54,0.33950906,0.31785364,0.32868135,1,1,259,217,125,126
3,55,0.31785364,0.34090909,0.32938137,1,1,259,217,125,126
3,56,0.31687512,0.30434783,0.31061148,1,1,259,217,125,126
3,57,0.32640022,0.32608696,0.32624359,1,1,259,217,125,126
3,58,0.31848367,0.30434783,0.31141575,1,1,259,217,125,126
3,59,0.33950906,0.34252427,0.34101666,1,1,259,217,125,126
3,60,0.32108066,0.31979700,0.32043883,1,1,259,217,125,126
3,61,0.30628196,0.30434783,0.30531489,1,1,259,217,125,126
3,62,0.34786682,0.32608696,0.33697689,1,1,259,217,125,126
3,63,0.32108066,0.32608696,0.32358381,1,1,259,217,125,126
3,64,0.34252674,0.34232404,0.34242539,1,1,259,217,125,126
3,65,0.31785364,0.31818182,0.31801773,1,1,259,217,125,126
3,66,0.31848367,0.31946715,0.31897541,1,1,259,217,125,126
3,67,0.27432501,0.27244598,0.27338549,1,1,259,217,125,126
3,68,0.24897331,0.27460824,0.26179078,1,1,259,217,125,126
3,69,0.22703831,0.27244598,0.24974215,1,1,259,217,125,126
3,70,0.27244598,0.25000000,0.26122299,1,1,259,217,125,126
3,71,0.22928644,0.26062335,0.24495489,1,1,259,217,125,126
3,72,0.29514981,0.29514981,0.29514981,1,1,259,217,125,126
3,73,0.27620404,0.27244598,0.27432501,1,1,259,217,125,126
3,74,0.27620404,0.28260870,0.27940637,1,1,259,217,125,126
3,75,0.26142800,0.26086957,0.26114878,1,1,259,217,125,126
3,76,0.27160725,0.26062335,0.26611530,1,1,259,217,125,126
3,77,0.29611443,0.28260870,0.28936156,1,1,259,217,125,126
3,78,0.27620404,0.28260870,0.27940637,1,1,259,217,125,126
3,79,0.27620404,0.29706972,0.28663688,1,1,259,217,125,126
3,80,0.26421833,0.27648921,0.27035377,1,1,259,217,125,126
