video_id,frame_id,ear_l,ear_r,ear_avg,det_ok,face_count,face_x,face_y,face_w,face_h
A,0,0.25752911,0.26607604,0.26180257,1,1,254,174,180,180
A,1,,,,0,0,,,,
A,2,,,,0,0,,,,
A,3,,,,0,0,,,,
A,4,,,,0,0,,,,
A,5,,,,0,0,,,,
A,6,,,,0,0,,,,
A,7,,,,0,0,,,,
A,8,,,,0,0,,,,
A,9,,,,0,0,,,,
A,10,,,,0,0,,,,
A,11,,,,0,0,,,,
A,12,,,,0,0,,,,
A,13,,,,0,0,,,,
A,14,,,,0,0,,,,
A,15,,,,0,0,,,,
A,16,,,,0,0,,,,
A,17,,,,0,0,,,,
A,18,,,,0,0,,,,
A,19,,,,0,0,,,,
A,20,,,,0,0,,,,
A,21,,,,0,0,,,,
A,22,,,,0,0,,,,
A,23,,,,0,0,,,,
A,24,,,,0,0,,,,
A,25,,,,0,0,,,,
A,26,,,,0,0,,,,
A,27,,,,0,0,,,,
A,28,,,,0,0,,,,
A,29,,,,0,0,,,,
A,30,,,,0,0,,,,
A,31,,,,0,0,,,,
A,32,,,,0,0,,,,
A,33,,,,0,0,,,,
A,34,,,,0,0,,,,
A,35,,,,0,0,,,,
A,36,,,,0,0,,,,
A,37,,,,0,0,,,,
A,38,,,,0,0,,,,
A,39,,,,0,0,,,,
A,40,,,,0,0,,,,
A,41,,,,0,0,,,,
A,42,,,,0,0,,,,
A,43,,,,0,0,,,,
A,44,,,,0,0,,,,
A,45,,,,0,0,,,,
A,46,,,,0,0,,,,
A,47,,,,0,0,,,,
A,48,,,,0,0,,,,
A,49,,,,0,0,,,,
A,50,,,,0,0,,,,
A,51,,,,0,0,,,,
A,52,,,,0,0,,,,
A,53,,,,0,0,,,,
A,54,,,,0,0,,,,
A,55,,,,0,0,,,,
A,56,0.29927908,0.33412989,0.31670449,1,1,254,174,180,180
A,57,0.26469765,0.20677365,0.23573565,1,1,254,174,180,180
A,58,0.26768334,0.29292934,0.28030634,1,1,254,174,180,180
A,59,0.26469765,0.26651864,0.26560814,1,1,254,174,180,180
A,60,0.26652950,0.28317605,0.27485277,1,1,254,174,180,180
A,61,0.20277295,0.20126759,0.20202027,1,1,254,174,180,180
A,62,0.13190983,0.13101783,0.13146383,1,1,254,174,180,180
A,63,0.11600693,0.12903226,0.12251960,1,1,254,174,180,180
A,64,0.12705833,0.13325932,0.13015883,1,1,254,174,180,180
A,65,0.16666667,0.13101783,0.14884225,1,1,254,174,180,180
A,66,0.19756475,0.20275876,0.20016176,1,1,254,174,180,180
A,67,0.24230242,0.20689655,0.22459949,1,1,254,174,180,180
A,68,0.24230242,0.24123593,0.24176917,1,1,254,174,180,180
A,69,0.24583185,0.25800784,0.25191984,1,1,254,174,180,180
A,70,0.26022172,0.24123593,0.25072883,1,1,254,174,180,180
A,71,0.24732412,0.24123593,0.24428002,1,1,254,174,180,180
A,72,0.24052628,0.24246051,0.24149339,1,1,254,174,180,180
A,73,0.23249528,0.24123593,0.23686560,1,1,254,174,180,180
A,74,0.25861388,0.24202972,0.25032180,1,1,254,174,180,180
A,75,0.24860996,0.24123593,0.24492294,1,1,254,174,180,180
A,76,0.24583185,0.25846706,0.25214946,1,1,254,174,180,180
A,77,0.24138024,0.24944629,0.24541326,1,1,254,174,180,180
A,78,0.25074049,0.25800784,0.25437417,1,1,254,174,180,180
A,79,0.25033047,0.24123593,0.24578320,1,1,254,174,180,180
A,80,0.26214331,0.24080732,0.25147531,1,1,254,174,180,180
A,81,0.24255155,0.23399837,0.23827496,1,1,254,174,180,180
A,82,0.25074049,0.24944629,0.25009339,1,1,254,174,180,180
A,83,0.26214331,0.24123593,0.25168962,1,1,254,174,180,180
A,84,0.25903748,0.24202972,0.25053360,1,1,254,174,180,180
A,85,0.24230242,0.21654639,0.22942441,1,1,254,174,180,180
A,86,0.24583185,0.21654639,0.23118912,1,1,254,174,180,180
A,87,0.25074049,0.23399837,0.24236943,1,1,254,174,180,180
A,88,0.24583185,0.24123593,0.24353389,1,1,254,174,180,180
A,89,0.25374685,0.23281653,0.24328169,1,1,254,174,180,180
A,90,0.23593191,0.25862069,0.24727630,1,1,254,174,180,180
A,91,0.24383644,0.24137931,0.24260787,1,1,254,174,180,180
A,92,0.23593191,0.25984600,0.24788895,1,1,254,174,180,180
A,93,0.23593191,0.24123593,0.23858392,1,1,254,174,180,180
A,94,0.23936854,0.24246051,0.24091452,1,1,254,174,180,180
A,95,0.24383644,0.24260462,0.24322053,1,1,254,174,180,180
A,96,0.24383644,0.24137931,0.24260787,1,1,254,174,180,180
A,97,0.23795784,0.24137931,0.23966858,1,1,254,174,180,180
A,98,0.23593191,0.23333333,0.23463262,1,1,254,174,180,180
A,99,0.22022269,0.24123593,0.23072931,1,1,254,174,180,180
A,100,0.20397505,0.22400479,0.21398992,1,1,254,174,180,180
A,101,0.23454147,0.21654639,0.22554393,1,1,254,174,180,180
A,102,0.25861388,0.24986122,0.25423755,1,1,254,174,180,180
A,103,0.23454147,0.21773020,0.22613583,1,1,254,174,180,180
A,104,0.23454147,0.21654639,0.22554393,1,1,254,174,180,180
A,105,0.24230242,0.24123593,0.24176917,1,1,254,174,180,180
A,106,0.21838958,0.24123593,0.22981276,1,1,254,174,180,180
A,107,0.22969846,0.22536324,0.22753085,1,1,254,174,180,180
A,108,0.23112509,0.21428571,0.22270540,1,1,254,174,180,180
A,109,0.23454147,0.22413793,0.22933970,1,1,254,174,180,180
A,110,0.20948268,0.20677365,0.20812817,1,1,254,174,180,180
A,111,0.23454147,0.22413793,0.22933970,1,1,254,174,180,180
A,112,0.23115268,0.22413793,0.22764530,1,1,254,174,180,180
A,113,0.23056340,0.22695271,0.22875805,1,1,254,174,180,180
A,114,0.23795784,0.24137931,0.23966858,1,1,254,174,180,180
A,115,0.23795784,0.21654639,0.22725212,1,1,254,174,180,180
A,116,0.23115268,0.24123593,0.23619430,1,1,254,174,180,180
A,117,0.21080892,0.24137931,0.22609412,1,1,254,174,180,180
