video_id,frame_id,ear_l,ear_r,ear_avg,det_ok,face_count,face_x,face_y,face_w,face_h
4,0,,,,0,0,,,,
4,1,,,,0,0,,,,
4,2,,,,0,0,,,,
4,3,,,,0,0,,,,
4,4,,,,0,0,,,,
4,5,,,,0,0,,,,
4,6,,,,0,0,,,,
4,7,,,,0,0,,,,
4,8,,,,0,0,,,,
4,9,,,,0,0,,,,
4,10,,,,0,0,,,,
4,11,,,,0,0,,,,
4,12,,,,0,0,,,,
4,13,,,,0,0,,,,
4,14,,,,0,0,,,,
4,15,,,,0,0,,,,
4,16,,,,0,0,,,,
4,17,,,,0,0,,,,
4,18,,,,0,0,,,,
4,19,,,,0,0,,,,
4,20,,,,0,0,,,,
4,21,,,,0,0,,,,
4,22,,,,0,0,,,,
4,23,,,,0,0,,,,
4,24,,,,0,0,,,,
4,25,,,,0,0,,,,
4,26,,,,0,0,,,,
4,27,,,,0,0,,,,
4,28,,,,0,0,,,,
4,29,,,,0,0,,,,
4,30,,,,0,0,,,,
4,31,,,,0,0,,,,
4,32,,,,0,0,,,,
4,33,,,,0,0,,,,
4,34,,,,0,0,,,,
4,35,,,,0,0,,,,
4,36,,,,0,0,,,,
4,37,,,,0,0,,,,
4,38,,,,0,0,,,,
4,39,,,,0,0,,,,
4,40,,,,0,0,,,,
4,41,,,,0,0,,,,
4,42,,,,0,0,,,,
4,43,,,,0,0,,,,
4,44,,,,0,0,,,,
4,45,,,,0,0,,,,
4,46,,,,0,0,,,,
4,47,,,,0,0,,,,
4,48,,,,0,0,,,,
4,49,,,,0,0,,,,
4,50,,,,0,0,,,,
4,51,,,,0,0,,,,
4,52,,,,0,0,,,,
4,53,,,,0,0,,,,
4,54,,,,0,0,,,,
4,55,,,,0,0,,,,
4,56,,,,0,0,,,,
4,57,,,,0,0,,,,
4,58,,,,0,0,,,,
4,59,,,,0,0,,,,
4,60,,,,0,0,,,,
4,61,,,,0,0,,,,
4,62,,,,0,0,,,,
4,63,,,,0,0,,,,
4,64,,,,0,0,,,,
4,65,,,,0,0,,,,
4,66,,,,0,0,,,,
4,67,,,,0,0,,,,
4,68,,,,0,0,,,,
4,69,,,,0,0,,,,
4,70,,,,0,0,,,,
4,71,,,,0,0,,,,
4,72,,,,0,0,,,,
4,73,,,,0,0,,,,
4,74,,,,0,0,,,,
4,75,,,,0,0,,,,
4,76,,,,0,0,,,,
4,77,,,,0,0,,,,
4,78,,,,0,0,,,,
4,79,,,,0,0,,,,
4,80,,,,0,0,,,,
4,81,,,,0,0,,,,
4,82,,,,0,0,,,,
4,83,,,,0,0,,,,
4,84,,,,0,0,,,,
4,85,,,,0,0,,,,
4,86,,,,0,0,,,,
4,87,,,,0,0,,,,
4,88,,,,0,0,,,,
4,89,,,,0,0,,,,
4,90,0.17642258,0.18442562,0.18042410,1,1,259,217,125,126
4,91,0.19340727,0.19047619,0.19194173,1,1,259,231,125,125
4,92,0.22727273,0.22952317,0.22839795,1,1,259,231,125,125
4,93,0.25162118,0.25000000,0.25081059,1,1,259,231,125,125
4,94,0.27244598,0.22727273,0.24985935,1,1,259,231,125,125
4,95,0.27432501,0.27272727,0.27352614,1,1,259,231,125,125
4,96,0.23890474,0.27272727,0.25581600,1,1,259,231,125,125
4,97,0.27272727,0.28571429,0.27922078,1,1,259,231,125,125
4,98,0.26387530,0.26160832,0.26274181,1,1,244,211,151,150
4,99,0.24974215,0.27272727,0.26123471,1,1,244,211,151,150
4,100,0.23913043,0.27244598,0.25578821,1,1,259,231,125,125
4,101,0.29864235,0.29545455,0.29704845,1,1,244,211,151,150
4,102,0.26062335,0.29514981,0.27788658,1,1,259,231,125,125
4,103,0.25000000,0.25000000,0.25000000,1,1,244,211,151,150
4,104,0.26086957,0.28260870,0.27173913,1,1,244,211,151,150
4,105,0.29706972,0.29545455,0.29626213,1,1,244,211,151,150
