video_id,source_path,frame_id,timestamp_sec,det_ok,dlib_update_ok,roi_age,frame_w,frame_h,eye_frame_w,eye_frame_h,eye_frame_orientation,dlib_decimate,eye_roi_shrink,fixed_thresh,adapt_offset,fixed_scale,label_name,label,left_pre_x,left_pre_y,left_pre_w,left_pre_h,right_pre_x,right_pre_y,right_pre_w,right_pre_h,left_x,left_y,left_w,left_h,right_x,right_y,right_w,right_h,eye_valid,feature0_q,feature1_q,eye_debug,low_pct,high_pct,left_t_low,left_t_high,right_t_low,right_t_high,left_q_dark,left_q_ref,right_q_dark,right_q_ref,left_contrast,right_contrast,left_center_w,left_center_h,right_center_w,right_center_h,left_f0_q,right_f0_q,avg_f0_q,diff_f0_q,left_f0,right_f0,avg_f0,diff_f0,left_f1_q,right_f1_q,avg_f1_q,diff_f1_q,left_f1,right_f1,avg_f1,diff_f1,left_dark_low_q,right_dark_low_q,avg_dark_low_q,diff_dark_low_q,left_dark_low,right_dark_low,avg_dark_low,diff_dark_low,left_dark_high_q,right_dark_high_q,avg_dark_high_q,diff_dark_high_q,left_dark_high,right_dark_high,avg_dark_high,diff_dark_high,left_col_frac_low_q,right_col_frac_low_q,avg_col_frac_low_q,diff_col_frac_low_q,left_col_frac_low,right_col_frac_low,avg_col_frac_low,diff_col_frac_low,left_col_frac_high_q,right_col_frac_high_q,avg_col_frac_high_q,diff_col_frac_high_q,left_col_frac_high,right_col_frac_high,avg_col_frac_high,diff_col_frac_high,left_row_frac_low_q,right_row_frac_low_q,avg_row_frac_low_q,diff_row_frac_low_q,left_row_frac_low,right_row_frac_low,avg_row_frac_low,diff_row_frac_low,left_row_frac_high_q,right_row_frac_high_q,avg_row_frac_high_q,diff_row_frac_high_q,left_row_frac_high,right_row_frac_high,avg_row_frac_high,diff_row_frac_high,left_row_run_low_q,right_row_run_low_q,avg_row_run_low_q,diff_row_run_low_q,left_row_run_low,right_row_run_low,avg_row_run_low,diff_row_run_low,left_row_run_high_q,right_row_run_high_q,avg_row_run_high_q,diff_row_run_high_q,left_row_run_high,right_row_run_high,avg_row_run_high,diff_row_run_high,left_contrast_q,right_contrast_q,avg_contrast_q,diff_contrast_q,avg_contrast,diff_contrast,left_q_dark_q,right_q_dark_q,avg_q_dark_q,diff_q_dark_q,avg_q_dark,diff_q_dark,left_q_ref_q,right_q_ref_q,avg_q_ref_q,diff_q_ref_q,avg_q_ref,diff_q_ref,left_mean_gray_q,right_mean_gray_q,avg_mean_gray_q,diff_mean_gray_q,left_mean_gray,right_mean_gray,avg_mean_gray,diff_mean_gray,left_std_gray_q,right_std_gray_q,avg_std_gray_q,diff_std_gray_q,left_std_gray,right_std_gray,avg_std_gray,diff_std_gray,lr_valid_both,robust_f0,robust_f1,svm_ready,svm_pred,svm_score_q
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,0,0.0,1,1,0,480,640,480,640,upright,1,0,10,60,4096,closed,1,102,167,68,17,198,167,69,17,102,167,68,17,198,167,69,17,1,3584,3365,622996778,10.0,60.0,42.0,45.0,34.0,37.0,0.15283203125,0.199951171875,0.12158203125,0.168701171875,0.047119140625,0.047119140625,54.0,12.0,55.0,12.0,3072.0,4096.0,3584.0,1024.0,0.75,1.0,0.875,0.25,3170.0,3560.0,3365.0,390.0,0.77392578125,0.869140625,0.821533203125,0.09521484375,1049.0,1278.0,1164.0,229.0,0.256103515625,0.31201171875,0.2841796875,0.055908203125,1460.0,1831.0,1646.0,371.0,0.3564453125,0.447021484375,0.40185546875,0.090576171875,2807.0,3798.0,3303.0,991.0,0.685302734375,0.92724609375,0.806396484375,0.241943359375,3337.0,3947.0,3642.0,610.0,0.814697265625,0.963623046875,0.88916015625,0.14892578125,2731.0,3413.0,3072.0,682.0,0.666748046875,0.833251953125,0.75,0.16650390625,3413.0,3755.0,3584.0,342.0,0.833251953125,0.916748046875,0.875,0.08349609375,2731.0,3413.0,3072.0,682.0,0.666748046875,0.833251953125,0.75,0.16650390625,3413.0,3755.0,3584.0,342.0,0.833251953125,0.916748046875,0.875,0.08349609375,193.0,193.0,193.0,0.0,0.047119140625,0.0,626.0,498.0,562.0,128.0,0.13720703125,0.03125,819.0,691.0,755.0,128.0,0.184326171875,0.03125,787.0,643.0,715.0,144.0,0.192138671875,0.156982421875,0.174560546875,0.03515625,145.0,145.0,145.0,0.0,0.035400390625,0.035400390625,0.035400390625,0.0,1.0,0.875,0.821533203125,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,1,0.06666666666666667,1,1,0,480,640,480,640,upright,1,0,10,60,4096,closed,1,105,166,68,17,202,166,69,18,105,166,68,17,202,166,69,18,1,3112,3216,656617259,10.0,60.0,43.0,47.0,35.0,39.0,0.15283203125,0.215576171875,0.12158203125,0.184326171875,0.062744140625,0.062744140625,54.0,12.0,55.0,13.0,3072.0,3151.0,3112.0,79.0,0.75,0.769287109375,0.759765625,0.019287109375,3145.0,3286.0,3216.0,141.0,0.767822265625,0.80224609375,0.78515625,0.034423828125,853.0,1025.0,939.0,172.0,0.208251953125,0.250244140625,0.229248046875,0.0419921875,1378.0,1679.0,1529.0,301.0,0.33642578125,0.409912109375,0.373291015625,0.073486328125,2503.0,3202.0,2853.0,699.0,0.611083984375,0.78173828125,0.696533203125,0.170654296875,3110.0,3724.0,3417.0,614.0,0.75927734375,0.9091796875,0.834228515625,0.14990234375,3072.0,2521.0,2797.0,551.0,0.75,0.615478515625,0.682861328125,0.134521484375,3413.0,3466.0,3440.0,53.0,0.833251953125,0.84619140625,0.83984375,0.012939453125,3072.0,2521.0,2797.0,551.0,0.75,0.615478515625,0.682861328125,0.134521484375,3413.0,3466.0,3440.0,53.0,0.833251953125,0.84619140625,0.83984375,0.012939453125,257.0,257.0,257.0,0.0,0.062744140625,0.0,626.0,498.0,562.0,128.0,0.13720703125,0.03125,883.0,755.0,819.0,128.0,0.199951171875,0.03125,835.0,691.0,763.0,144.0,0.203857421875,0.168701171875,0.186279296875,0.03515625,161.0,161.0,161.0,0.0,0.039306640625,0.039306640625,0.039306640625,0.0,1.0,0.759765625,0.78515625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,2,0.13333333333333333,1,1,0,480,640,480,640,upright,1,0,10,60,4096,closed,1,106,165,68,18,205,165,69,18,106,165,68,18,205,165,69,18,1,3309,3151,656617259,10.0,60.0,43.0,47.0,35.0,39.0,0.15283203125,0.215576171875,0.12158203125,0.184326171875,0.062744140625,0.062744140625,54.0,13.0,55.0,13.0,2521.0,4096.0,3309.0,1575.0,0.615478515625,1.0,0.807861328125,0.384521484375,2678.0,3623.0,3151.0,945.0,0.65380859375,0.884521484375,0.769287109375,0.230712890625,834.0,1129.0,982.0,295.0,0.20361328125,0.275634765625,0.23974609375,0.072021484375,1307.0,1902.0,1605.0,595.0,0.319091796875,0.46435546875,0.391845703125,0.145263671875,2655.0,3426.0,3041.0,771.0,0.648193359375,0.83642578125,0.742431640625,0.188232421875,3413.0,3724.0,3569.0,311.0,0.833251953125,0.9091796875,0.871337890625,0.075927734375,2206.0,2521.0,2364.0,315.0,0.53857421875,0.615478515625,0.5771484375,0.076904296875,2836.0,4096.0,3466.0,1260.0,0.6923828125,1.0,0.84619140625,0.3076171875,2206.0,2521.0,2364.0,315.0,0.53857421875,0.615478515625,0.5771484375,0.076904296875,2836.0,4096.0,3466.0,1260.0,0.6923828125,1.0,0.84619140625,0.3076171875,257.0,257.0,257.0,0.0,0.062744140625,0.0,626.0,498.0,562.0,128.0,0.13720703125,0.03125,883.0,755.0,819.0,128.0,0.199951171875,0.03125,835.0,675.0,755.0,160.0,0.203857421875,0.164794921875,0.184326171875,0.0390625,177.0,161.0,169.0,16.0,0.043212890625,0.039306640625,0.041259765625,0.00390625,1.0,0.807861328125,0.769287109375,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,3,0.2,1,1,0,480,640,480,640,upright,1,0,10,60,4096,closed,1,109,167,68,11,209,167,67,14,109,167,68,11,209,167,67,14,1,1792,1774,589507882,10.0,60.0,42.0,45.0,35.0,35.0,0.15283203125,0.199951171875,0.13720703125,0.168701171875,0.047119140625,0.031494140625,54.0,8.0,53.0,9.0,3584.0,0.0,1792.0,3584.0,0.875,0.0,0.4375,0.875,3547.0,0.0,1774.0,3547.0,0.865966796875,0.0,0.43310546875,0.865966796875,1119.0,0.0,560.0,1119.0,0.273193359375,0.0,0.13671875,0.273193359375,1451.0,0.0,726.0,1451.0,0.354248046875,0.0,0.17724609375,0.354248046875,2503.0,0.0,1252.0,2503.0,0.611083984375,0.0,0.3056640625,0.611083984375,2731.0,0.0,1366.0,2731.0,0.666748046875,0.0,0.33349609375,0.666748046875,3072.0,0.0,1536.0,3072.0,0.75,0.0,0.375,0.75,4096.0,0.0,2048.0,4096.0,1.0,0.0,0.5,1.0,3072.0,0.0,1536.0,3072.0,0.75,0.0,0.375,0.75,4096.0,0.0,2048.0,4096.0,1.0,0.0,0.5,1.0,193.0,129.0,161.0,64.0,0.039306640625,0.015625,626.0,562.0,594.0,64.0,0.14501953125,0.015625,819.0,691.0,755.0,128.0,0.184326171875,0.03125,803.0,659.0,731.0,144.0,0.196044921875,0.160888671875,0.178466796875,0.03515625,161.0,129.0,145.0,32.0,0.039306640625,0.031494140625,0.035400390625,0.0078125,1.0,0.4375,0.43310546875,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,4,0.26666666666666666,1,1,0,480,640,480,640,upright,1,0,10,60,4096,closed,1,109,165,69,17,208,167,69,17,109,165,69,17,208,167,69,17,1,3755,3426,656617774,10.0,60.0,46.0,49.0,35.0,39.0,0.168701171875,0.215576171875,0.12158203125,0.184326171875,0.047119140625,0.062744140625,55.0,12.0,55.0,12.0,3413.0,4096.0,3755.0,683.0,0.833251953125,1.0,0.916748046875,0.166748046875,3316.0,3535.0,3426.0,219.0,0.8095703125,0.863037109375,0.83642578125,0.053466796875,1105.0,1043.0,1074.0,62.0,0.269775390625,0.254638671875,0.26220703125,0.01513671875,1552.0,1731.0,1642.0,179.0,0.37890625,0.422607421875,0.40087890625,0.043701171875,2755.0,3053.0,2904.0,298.0,0.672607421875,0.745361328125,0.708984375,0.07275390625,3202.0,3873.0,3538.0,671.0,0.78173828125,0.945556640625,0.86376953125,0.163818359375,2731.0,3413.0,3072.0,682.0,0.666748046875,0.833251953125,0.75,0.16650390625,3413.0,3755.0,3584.0,342.0,0.833251953125,0.916748046875,0.875,0.08349609375,2731.0,3413.0,3072.0,682.0,0.666748046875,0.833251953125,0.75,0.16650390625,3413.0,3755.0,3584.0,342.0,0.833251953125,0.916748046875,0.875,0.08349609375,193.0,257.0,225.0,64.0,0.054931640625,0.015625,691.0,498.0,595.0,193.0,0.145263671875,0.047119140625,883.0,755.0,819.0,128.0,0.199951171875,0.03125,851.0,691.0,771.0,160.0,0.207763671875,0.168701171875,0.188232421875,0.0390625,177.0,161.0,169.0,16.0,0.043212890625,0.039306640625,0.041259765625,0.00390625,1.0,0.916748046875,0.83642578125,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,5,0.3333333333333333,1,1,0,480,640,480,640,upright,1,0,10,60,4096,closed,1,116,163,73,22,219,162,72,28,116,163,73,22,219,162,72,28,1,2390,3009,723989295,10.0,60.0,47.0,51.0,39.0,43.0,0.168701171875,0.2314453125,0.13720703125,0.199951171875,0.062744140625,0.062744140625,59.0,15.0,58.0,20.0,2731.0,2048.0,2390.0,683.0,0.666748046875,0.5,0.58349609375,0.166748046875,2931.0,3086.0,3009.0,155.0,0.715576171875,0.75341796875,0.734619140625,0.037841796875,861.0,1024.0,943.0,163.0,0.210205078125,0.25,0.230224609375,0.039794921875,1342.0,1783.0,1563.0,441.0,0.32763671875,0.435302734375,0.381591796875,0.107666015625,2569.0,3672.0,3121.0,1103.0,0.627197265625,0.896484375,0.761962890625,0.269287109375,3610.0,3955.0,3783.0,345.0,0.88134765625,0.965576171875,0.923583984375,0.084228515625,2731.0,1843.0,2287.0,888.0,0.666748046875,0.449951171875,0.558349609375,0.216796875,3277.0,3686.0,3482.0,409.0,0.800048828125,0.89990234375,0.85009765625,0.099853515625,2731.0,1843.0,2287.0,888.0,0.666748046875,0.449951171875,0.558349609375,0.216796875,3277.0,3686.0,3482.0,409.0,0.800048828125,0.89990234375,0.85009765625,0.099853515625,257.0,257.0,257.0,0.0,0.062744140625,0.0,691.0,562.0,627.0,129.0,0.153076171875,0.031494140625,948.0,819.0,884.0,129.0,0.2158203125,0.031494140625,916.0,755.0,836.0,161.0,0.2236328125,0.184326171875,0.2041015625,0.039306640625,209.0,177.0,193.0,32.0,0.051025390625,0.043212890625,0.047119140625,0.0078125,1.0,0.58349609375,0.734619140625,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,6,0.4,1,1,0,480,640,480,640,upright,1,0,10,60,4096,closed,1,116,163,72,25,219,164,72,28,116,163,72,25,219,164,72,28,1,2536,2877,723989295,10.0,60.0,47.0,51.0,39.0,43.0,0.168701171875,0.2314453125,0.13720703125,0.199951171875,0.062744140625,0.062744140625,58.0,17.0,58.0,20.0,2409.0,2662.0,2536.0,253.0,0.588134765625,0.64990234375,0.619140625,0.061767578125,2586.0,3168.0,2877.0,582.0,0.63134765625,0.7734375,0.702392578125,0.14208984375,769.0,1088.0,929.0,319.0,0.187744140625,0.265625,0.226806640625,0.077880859375,1259.0,1886.0,1573.0,627.0,0.307373046875,0.46044921875,0.384033203125,0.153076171875,2684.0,3884.0,3284.0,1200.0,0.6552734375,0.9482421875,0.8017578125,0.29296875,3602.0,4025.0,3814.0,423.0,0.87939453125,0.982666015625,0.93115234375,0.103271484375,2168.0,2458.0,2313.0,290.0,0.529296875,0.60009765625,0.564697265625,0.07080078125,2891.0,4096.0,3494.0,1205.0,0.705810546875,1.0,0.85302734375,0.294189453125,2168.0,2458.0,2313.0,290.0,0.529296875,0.60009765625,0.564697265625,0.07080078125,2891.0,4096.0,3494.0,1205.0,0.705810546875,1.0,0.85302734375,0.294189453125,257.0,257.0,257.0,0.0,0.062744140625,0.0,691.0,562.0,627.0,129.0,0.153076171875,0.031494140625,948.0,819.0,884.0,129.0,0.2158203125,0.031494140625,948.0,755.0,852.0,193.0,0.2314453125,0.184326171875,0.2080078125,0.047119140625,241.0,161.0,201.0,80.0,0.058837890625,0.039306640625,0.049072265625,0.01953125,1.0,0.619140625,0.702392578125,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,7,0.4666666666666667,1,1,0,480,640,480,640,upright,1,0,10,60,4096,closed,1,117,163,69,25,213,163,72,28,117,163,69,25,213,163,72,28,1,3271,3157,791361331,10.0,60.0,51.0,55.0,43.0,47.0,0.184326171875,0.2470703125,0.15283203125,0.215576171875,0.062744140625,0.062744140625,55.0,17.0,58.0,20.0,2650.0,3891.0,3271.0,1241.0,0.64697265625,0.949951171875,0.798583984375,0.302978515625,2805.0,3509.0,3157.0,704.0,0.684814453125,0.856689453125,0.770751953125,0.171875,977.0,1434.0,1206.0,457.0,0.238525390625,0.35009765625,0.29443359375,0.111572265625,1419.0,1910.0,1665.0,491.0,0.346435546875,0.46630859375,0.406494140625,0.119873046875,2979.0,3884.0,3432.0,905.0,0.727294921875,0.9482421875,0.837890625,0.220947265625,3649.0,4096.0,3873.0,447.0,0.890869140625,1.0,0.945556640625,0.109130859375,2409.0,3277.0,2843.0,868.0,0.588134765625,0.800048828125,0.694091796875,0.2119140625,2891.0,4096.0,3494.0,1205.0,0.705810546875,1.0,0.85302734375,0.294189453125,2409.0,2458.0,2434.0,49.0,0.588134765625,0.60009765625,0.59423828125,0.011962890625,2891.0,4096.0,3494.0,1205.0,0.705810546875,1.0,0.85302734375,0.294189453125,257.0,257.0,257.0,0.0,0.062744140625,0.0,755.0,626.0,691.0,129.0,0.168701171875,0.031494140625,1012.0,883.0,948.0,129.0,0.2314453125,0.031494140625,980.0,803.0,892.0,177.0,0.2392578125,0.196044921875,0.2177734375,0.043212890625,241.0,193.0,217.0,48.0,0.058837890625,0.047119140625,0.052978515625,0.01171875,1.0,0.798583984375,0.770751953125,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,8,0.5333333333333333,1,1,0,480,640,480,640,upright,1,0,10,60,4096,closed,1,110,166,68,14,208,167,69,14,110,166,68,14,208,167,69,14,1,3869,3414,690369327,10.0,60.0,47.0,51.0,38.0,41.0,0.168701171875,0.2314453125,0.13720703125,0.184326171875,0.062744140625,0.047119140625,54.0,9.0,55.0,9.0,3641.0,4096.0,3869.0,455.0,0.888916015625,1.0,0.944580078125,0.111083984375,3511.0,3316.0,3414.0,195.0,0.857177734375,0.8095703125,0.83349609375,0.047607421875,1079.0,1084.0,1082.0,5.0,0.263427734375,0.2646484375,0.26416015625,0.001220703125,1551.0,1663.0,1607.0,112.0,0.378662109375,0.406005859375,0.392333984375,0.02734375,2427.0,2160.0,2294.0,267.0,0.592529296875,0.52734375,0.56005859375,0.065185546875,3110.0,3649.0,3380.0,539.0,0.75927734375,0.890869140625,0.8251953125,0.131591796875,3641.0,3186.0,3414.0,455.0,0.888916015625,0.77783203125,0.83349609375,0.111083984375,4096.0,3186.0,3641.0,910.0,1.0,0.77783203125,0.888916015625,0.22216796875,3641.0,3186.0,3414.0,455.0,0.888916015625,0.77783203125,0.83349609375,0.111083984375,4096.0,3186.0,3641.0,910.0,1.0,0.77783203125,0.888916015625,0.22216796875,257.0,193.0,225.0,64.0,0.054931640625,0.015625,691.0,562.0,627.0,129.0,0.153076171875,0.031494140625,948.0,755.0,852.0,193.0,0.2080078125,0.047119140625,883.0,723.0,803.0,160.0,0.215576171875,0.176513671875,0.196044921875,0.0390625,161.0,161.0,161.0,0.0,0.039306640625,0.039306640625,0.039306640625,0.0,1.0,0.944580078125,0.83349609375,0,-1,0
closed_20250505_062113,C:\Users\LC\Desktop\eyeblink8\raw_robust_dataset_board\glasses_highlight_v1\closed\closed_20250505_062113.avi,9,0.6,1,1,0,480,640,480,640,upright,1,0,10,60,4096,closed,1,107,169,68,11,208,168,68,14,107,169,68,11,208,168,68,14,1,3641,3408,690369327,10.0,60.0,47.0,51.0,38.0,41.0,0.168701171875,0.2314453125,0.13720703125,0.184326171875,0.062744140625,0.047119140625,54.0,8.0,54.0,9.0,4096.0,3186.0,3641.0,910.0,1.0,0.77783203125,0.888916015625,0.22216796875,3694.0,3121.0,3408.0,573.0,0.90185546875,0.761962890625,0.83203125,0.139892578125,996.0,834.0,915.0,162.0,0.2431640625,0.20361328125,0.223388671875,0.03955078125,1527.0,1441.0,1484.0,86.0,0.372802734375,0.351806640625,0.3623046875,0.02099609375,2276.0,2200.0,2238.0,76.0,0.5556640625,0.537109375,0.54638671875,0.0185546875,3110.0,3489.0,3300.0,379.0,0.75927734375,0.851806640625,0.8056640625,0.092529296875,3584.0,2731.0,3158.0,853.0,0.875,0.666748046875,0.77099609375,0.208251953125,4096.0,3186.0,3641.0,910.0,1.0,0.77783203125,0.888916015625,0.22216796875,3584.0,2731.0,3158.0,853.0,0.875,0.666748046875,0.77099609375,0.208251953125,4096.0,3186.0,3641.0,910.0,1.0,0.77783203125,0.888916015625,0.22216796875,257.0,193.0,225.0,64.0,0.054931640625,0.015625,691.0,562.0,627.0,129.0,0.153076171875,0.031494140625,948.0,755.0,852.0,193.0,0.2080078125,0.047119140625,867.0,739.0,803.0,128.0,0.211669921875,0.180419921875,0.196044921875,0.03125,145.0,145.0,145.0,0.0,0.035400390625,0.035400390625,0.035400390625,0.0,1.0,0.888916015625,0.83203125,0,-1,0
