video_id,frame_idx,time_sec,orig_frame_w,orig_frame_h,proc_frame_w,proc_frame_h,proc_scale_x,proc_scale_y,label_closed,face_ok_on_update,roi_updated,roi_valid,roi_age,left_x,left_y,left_w,left_h,right_x,right_y,right_w,right_h,active_row_frac_fixed,center_dark_ratio_adapt,center_dark_ratio_fixed,col_run_max_fixed,col_run_mean_fixed,col_run_topk_adapt,col_run_topk_fixed,dark_ratio_fixed,h_edge_density,largest_blob_area_fixed,largest_blob_h_fixed,max_active_row_run_fixed,row_sigma_adapt,row_sigma_fixed,t_adapt,v_edge_density,vertical_contrast
11,0,0.0,640,480,320,240,0.5,0.5,0,1,1,1,0,127,89,30,16,172,92,30,16,0.4375,0.22520661157024793,0.2024793388429752,0.6363636363636364,0.19421487603305787,0.5681818181818181,0.5454545454545454,0.10208333333333333,0.10606060606060605,0.1962809917355372,0.6363636363636364,0.4375,0.16523047386497508,0.16506678483719628,74.5,0.17045454545454547,0.07720400143528483
11,1,0.03333333333333333,640,480,320,240,0.5,0.5,0,0,0,1,1,127,89,30,16,172,92,30,16,0.4375,0.22520661157024793,0.2024793388429752,0.6363636363636364,0.19421487603305787,0.5681818181818181,0.5454545454545454,0.10208333333333333,0.10606060606060605,0.1962809917355372,0.6363636363636364,0.4375,0.16523047386497508,0.16506678483719628,74.5,0.17045454545454547,0.07720400143528483
11,2,0.06666666666666667,640,480,320,240,0.5,0.5,0,0,0,1,2,127,89,30,16,172,92,30,16,0.4375,0.22520661157024793,0.2024793388429752,0.6363636363636364,0.19421487603305787,0.5681818181818181,0.5454545454545454,0.10208333333333333,0.10606060606060605,0.1962809917355372,0.6363636363636364,0.4375,0.16523047386497508,0.16506678483719628,74.5,0.17272727272727273,0.07752983424774865
11,3,0.1,640,480,320,240,0.5,0.5,0,0,0,1,3,127,89,30,16,172,92,30,16,0.4375,0.22107438016528924,0.20041322314049587,0.6363636363636364,0.19214876033057848,0.5606060606060606,0.5454545454545454,0.10104166666666667,0.09307359307359309,0.16942148760330578,0.6363636363636364,0.4375,0.15940509142632883,0.16193573451043392,75.0,0.17954545454545456,0.07805793805125355
11,4,0.13333333333333333,640,480,320,240,0.5,0.5,0,0,0,1,4,127,89,30,16,172,92,30,16,0.4375,0.2128099173553719,0.19421487603305787,0.6363636363636364,0.17975206611570246,0.5454545454545454,0.5075757575757576,0.09791666666666667,0.09307359307359307,0.18801652892561982,0.6363636363636364,0.4375,0.16233319161584092,0.16105597664243532,75.0,0.18181818181818182,0.07886354955205224
11,5,0.16666666666666666,640,480,320,240,0.5,0.5,0,0,0,1,5,127,89,30,16,172,92,30,16,0.4375,0.22107438016528924,0.1962809917355372,0.6363636363636364,0.18181818181818182,0.5454545454545454,0.5075757575757576,0.09895833333333334,0.09740259740259741,0.18801652892561982,0.6363636363636364,0.4375,0.16171447908687875,0.1611990366811452,75.0,0.19318181818181818,0.07918590990115054
11,6,0.2,640,480,320,240,0.5,0.5,0,0,0,1,6,127,89,30,16,172,92,30,16,0.4375,0.22107438016528924,0.2024793388429752,0.6363636363636364,0.18801652892561982,0.5151515151515151,0.5075757575757576,0.10208333333333333,0.09740259740259741,0.1921487603305785,0.6363636363636364,0.4375,0.1613809867943846,0.16296771387586934,75.0,0.19090909090909092,0.07957077459082806
11,7,0.23333333333333334,640,480,320,240,0.5,0.5,0,0,0,1,7,127,89,30,16,172,92,30,16,0.4375,0.22107438016528924,0.20041322314049587,0.6363636363636364,0.1859504132231405,0.5227272727272727,0.5075757575757576,0.10104166666666667,0.09523809523809523,0.1859504132231405,0.6363636363636364,0.4375,0.1656021749177993,0.16386195012936783,75.0,0.18863636363636366,0.07997849966432855
11,8,0.26666666666666666,640,480,320,240,0.5,0.5,0,0,0,1,8,127,89,30,16,172,92,30,16,0.4375,0.22933884297520662,0.2024793388429752,0.6363636363636364,0.18801652892561982,0.553030303030303,0.5075757575757576,0.10208333333333333,0.08658008658008658,0.19008264462809918,0.6363636363636364,0.4375,0.1662526034128391,0.16372977823812798,75.0,0.19772727272727272,0.07972631201240828
11,9,0.3,640,480,320,240,0.5,0.5,0,0,0,1,9,127,89,30,16,172,92,30,16,0.4375,0.2334710743801653,0.20454545454545453,0.6363636363636364,0.19421487603305784,0.5606060606060607,0.5227272727272727,0.103125,0.08658008658008658,0.1921487603305785,0.6363636363636364,0.4375,0.1635096484568086,0.16114144565079605,75.0,0.18636363636363637,0.07976320693566682
